"TOTAL_REVENUE","INSTR_TOTAL_EXP_RATIO","MEDIAN_INCOME","ALL_STUDENT_TEACHER_RATIO","avg_att_rate","povrate","wic_total","health_rank","pop_govhealthins","anti_education","party_state","policy_mood","innovatescore","pollib_median","AVG_ALL_SCORES","grad_rate"
15.72080762,0.955339164250901,11.04768186,13.12766491,90.2832,13.7,76989,24,819.574,0.059068955,-0.092436977,29.88199997,0.191038,-0.712453,253.1420625,82.1
15.65920596,0.955993962739605,10.98384072,13.96212309,88.81537143,14.3,75212,25,927.619,0.090791766,-0.076086953,32.99137521,0.0759845,-0.781828,256.8635951,85
15.6473365,0.959190829320047,11.02286733,11.85754258,88.81537143,13.2,70615,22,925.1079556,0.097071702,-0.068860071,32.99137521,0.0759845,-0.915491,256.497262,85.7
15.68562588,0.955146662832411,11.05055052,13.20465078,88.81537143,14.9,62850,22,973.7787556,0.106907096,-0.04838156,32.99137521,0.0759845,-0.944165167,253.5704132,85.7
15.73191463,0.964405546855594,11.16363242,16.25060253,86.0624,14.4,113109,42,1319.96,0.06361785,-0.012779552,35.48600006,0.066533,-0.419623,244.8376382,73
15.78391807,0.95600157247356,11.03816566,16.27465451,85.4472,14.8,121644,44,1236.38,0.063745569,0.025531914,30.78499985,0.099099,-0.529651,245.568633,77.2
15.85785359,0.956511366652346,10.99030533,15.75135459,87.9245,15.5,129684,44,1404.77,0.06195481,0.134556577,34.05899811,0.067044,-0.632802,246.8889488,74.4
15.89846911,0.957413627112937,11.00067613,15.42035856,86.3272,17,141768,41,1423.3,0.058569801,0.094285712,34.31999969,0.003876,-0.624777,252.1408865,81.1
15.90815654,0.95712350492771,10.83728209,16.01090723,86.23251429,16,141647,44,1456.24,0.088197168,0.139705881,33.82649946,0.059138,-0.768762,253.3045756,83.8
15.8889623,0.955710496071551,10.82298984,16.02000586,86.23251429,20,129923,43,1540.204444,0.091302259,0.166569398,33.82649946,0.059138,-0.726463,253.4539711,87.5
15.91664354,0.956955597563874,10.79250694,16.55957035,86.23251429,19.1,116179,43,1598.881111,0.09889398,0.189043186,33.82649946,0.059138,-0.810296091,253.9826967,88.6
15.84920364,0.961798162667923,11.06619936,14.59118693,92.6652,17,133403,49,1248.79,0.061459747,0.088,40.25999832,0.101319,-0.86282,238.7551002,69.4
15.87694371,0.962271101382781,11.05268878,14.72355261,99.0401,18.3,143362,48,1163.19,0.064145513,0.154838711,35.4070015,0.100119,-0.867274,238.9143271,59.5
15.98185547,0.958361500769104,11.0363906,14.70808035,92.6766,16.1,128914,48,1285.05,0.060324696,0.016666668,38.20000076,0.112011,-0.85556,243.6806417,63.5
16.07283741,0.957282758813123,11.06356632,13.87028374,93.1191,14.3,148747,47,1384.85,0.065456138,0.092165902,37.21900177,0.479532,-0.788337,243.4531254,69.4
16.0297177,0.957623669742948,10.85721882,14.31625877,93.68177143,21.1,150051,50,1586.08,0.083795369,-0.064220183,37.79687548,0.19824525,-0.978853,244.6906935,72
