PRIMARY_KEY,STATE,YEAR,Inflation_pegged_2019,ALTERNATIVE_KEY,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,KINDERGARTEN_ALL_RATIO_DIFF,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,ALL_STUDENT_TEACHER_RATIO,AVG_ALL_SCORES
2007_MASSACHUSETTS,MASSACHUSETTS,2007,0.238,2007_MASSACHUSETTS,945070,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,70977,894408,252.4303198,297.9233445,235.7534621,267.4507196,24.26070039,968661,73157,11.01984852,,16.69677586,13.74691269,15.89855815,15.99866161,16.69035186,16.11513351,15.47553911,13.16649944,13.97878334,11.38360833,13.24085187,263.3894615
2007_MICHIGAN,MICHIGAN,2007,0.238,2007_MICHIGAN,1686473,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,59938,1547380,237.6055535,276.8305171,220.1184528,267.4137909,31.52066116,1722656,98037,13.94917284,,17.05313843,14.46196997,16.46114614,16.06385638,17.01669967,16.29169082,15.93436936,13.89189278,14.51697836,11.21456315,17.57148832,250.4920786
2007_MINNESOTA,MINNESOTA,2007,0.238,2007_MINNESOTA,810104,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,70485,777438,246.9977624,291.8511165,224.9170043,261.965951,23.54090733,840565,51880,7.338806326,,16.30046422,13.42441524,15.86436709,15.08673761,16.3345988,15.64802819,14.90663331,13.71550448,14.10061,11.37665237,16.202101,256.4329586
2007_MISSISSIPPI,MISSISSIPPI,2007,0.238,2007_MISSISSIPPI,494135,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,45259,446782,227.6123771,264.8909187,207.8095188,253.2382943,20.40010299,495026,32351,5.098381247,,15.46906227,13.69051786,14.82412469,14.28626668,15.45421819,14.79929927,14.28881874,12.6488505,13.06032047,10.933654,15.30172174,238.3877772
2007_MISSOURI,MISSOURI,2007,0.238,2007_MISSOURI,910142,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,55852,849874,239.4111029,280.6195383,220.7768279,269.9201538,19.08689539,920353,67521,5.456276766,,16.21605222,13.71540733,15.32135124,15.54121268,16.25314738,15.5857598,15.03627125,13.3062072,13.95133264,11.14395779,13.63061862,252.6819057
2007_MONTANA,MONTANA,2007,0.238,2007_MONTANA,144258,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,52999,132152,243.6188113,287.075529,226.6665326,265.2401215,14.91260745,144418,10398,1.023590331,,14.4171951,12.37159208,13.67586369,13.48634566,14.3953397,13.79797187,13.25989054,11.19580239,11.73232518,11.0915255,13.88901712,255.6502486
2007_NEBRASKA,NEBRASKA,2007,0.238,2007_NEBRASKA,287135,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,59700,268656,238.0408086,283.6505986,222.9025543,273.2840488,16.16398243,287580,21459,2.762612376,,15.20273182,12.81900344,14.02100782,14.69364535,15.16617737,14.54421893,13.86146325,11.99848587,13.05833209,11.21058447,13.40137005,254.4695026
2007_NEVADA,NEVADA,2007,0.238,2007_NEVADA,422782,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,65629,396462,231.7816005,270.8040244,210.8190091,260.3177061,34.46905537,424766,22908,15.92679939,,15.41682119,12.74833025,14.84735526,14.40845804,15.49834898,14.74540502,14.22467484,12.06230899,13.7159764,11.30527012,18.54225598,243.430585
2007_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2007,0.238,2007_NEW HAMPSHIRE,198625,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,82041,190283,248.5715266,287.557061,229.0171734,268.1974428,24.58530806,203572,15515,11.46432836,,14.98456648,12.04165665,13.96380979,14.45177758,14.98766423,14.36234578,13.71973151,11.37839591,12.45882899,11.52847158,13.1209797,258.335801
2007_NEW_JERSEY,NEW_JERSEY,2007,0.238,2007_NEW JERSEY,1363804,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,73460,1234575,248.6215224,288.5834514,230.646972,250.0635701,25.70958828,1388850,112301,13.34237873,,17.25953841,14.02074267,16.34166978,16.68225167,17.27051011,16.61306151,16.14721135,13.88745799,14.72088511,11.41799349,12.36720955,254.478879
2007_NEW_MEXICO,NEW_MEXICO,2007,0.238,2007_NEW MEXICO,327816,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,53850,303244,228.0643128,267.5380787,211.6318846,263.442316,16.19432177,328220,22016,1.28607322,,15.21470037,13.21812601,14.88789899,13.26960322,15.21668864,14.50542512,14.12712941,11.90818571,13.10400163,11.10745486,14.90824855,242.669148
2007_NEW_YORK,NEW_YORK,2007,0.238,2007_NEW YORK,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,59421,2472162,242.5430182,280.1411772,223.7520273,270.93785,15.23900245,2809649,218879,2.40246263,,17.95616649,15.21358669,17.1577738,17.23368167,17.96580108,17.47790599,16.56572846,14.30559953,15.46790593,11.20590015,12.83653982,254.3435182
2007_NORTH_CAROLINA,NORTH_CAROLINA,2007,0.238,2007_NORTH CAROLINA,1416028,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,52827,1368494,241.617994,283.8806688,217.9340426,267.0308506,18.08842395,1444481,112304,5.226183955,,16.59881504,14.19869481,16.04139399,15.50998139,16.57799077,15.97314331,15.30519505,13.58677023,14.18331897,11.08827488,12.86223999,252.615889
2007_NORTH_DAKOTA,NORTH_DAKOTA,2007,0.238,2007_NORTH DAKOTA,96577,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,57309,88329,245.4158542,291.5616119,226.3254811,252.3484739,19.79166667,96670,8007,7.718480704,,14.07367321,12.13298714,12.99523329,13.41254563,14.07031761,13.38232038,12.76963849,11.36532364,11.6303962,11.16971013,12.07318596,253.9128553
2007_OHIO,OHIO,2007,0.238,2007_OHIO,1758645,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,59609,1696295,244.5327317,284.8516395,225.6669878,269.7345886,23.74025514,1836722,110459,7.112166888,,17.12650314,14.40835197,16.26349844,16.45728891,17.0894307,16.35161523,15.96499813,13.89684569,14.98296952,11.20905902,16.62808825,256.1964869
2007_OKLAHOMA,OKLAHOMA,2007,0.238,2007_OKLAHOMA,639032,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,52466,589175,236.8021942,274.5349894,216.955654,270.1415503,23.78891566,639391,42206,8.639624093,,15.73228766,13.59911519,15.05230578,14.75122622,15.73470319,15.01816335,14.57836306,13.38759305,13.33985656,11.08141779,15.14929157,249.608597
2007_OREGON,OREGON,2007,0.238,2007_OREGON,559643,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,60989,524882,236.0396573,283.8262772,215.0173234,250.7531745,22.14437605,562574,29940,3.354329289,,15.76041298,13.38733473,15.09667788,14.82361885,15.75799689,15.12732131,14.67537929,12.41661546,12.80391343,11.23194597,18.79004676,246.4091081
2007_PENNSYLVANIA,PENNSYLVANIA,2007,0.238,2007_PENNSYLVANIA,1760451,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,58805,1677408,244.0012735,286.1668633,226.3536582,263.5457165,26.51494878,1871060,123114,11.31716461,,17.26117787,14.62865654,16.18000464,16.73168868,17.27265745,16.51346595,16.02147644,14.05125052,14.95844329,11.19547934,15.19778417,255.0168779
2007_RHODE_ISLAND,RHODE_ISLAND,2007,0.238,2007_RHODE ISLAND,147861,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,65814,137789,235.8779358,275.3869905,218.7614449,259.1367031,26.50518135,151612,11381,13.1836806,,14.77126836,12.22820954,13.82786048,14.14029863,14.76249615,14.19251677,13.71661485,11.56856342,10.12861681,11.30808503,13.32150075,247.2907686
2007_SOUTH_CAROLINA,SOUTH_CAROLINA,2007,0.238,2007_SOUTH CAROLINA,701580,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,53677,660003,237.1074115,281.5036015,213.8365272,268.0176705,22.64763528,708021,49284,8.281492109,,15.9933574,13.64440058,15.16697406,15.23172174,16.0651496,15.27650199,14.79805938,13.07440487,14.28393828,11.10423706,14.36614317,250.1163027
2007_SOUTH_DAKOTA,SOUTH_DAKOTA,2007,0.238,2007_SOUTH DAKOTA,121158,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,56354,111918,241.2134286,288.4639253,223.3985267,267.9789794,22.10114943,121158,9070,8.743045787,,14.15702269,12.28085932,13.03919155,13.50277909,14.12119303,13.4737355,12.93652263,11.0389195,11.77873042,11.15290568,13.35810364,255.263715
2007_TENNESSEE,TENNESSEE,2007,0.238,2007_TENNESSEE,978084,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,50013,876487,232.7537101,273.9787866,215.7492686,259.5472252,18.74552492,978368,62176,3.010064287,,16.05945439,13.81288076,15.23563282,15.27306693,16.08539288,15.52707488,14.79185214,13.1485353,13.50704364,11.03353542,15.73546063,245.5072476
2007_TEXAS,TEXAS,2007,0.238,2007_TEXAS,4513835,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,55911,4318126,242.3397599,285.8707084,219.6043131,265.7102102,18.44104279,4599509,311649,3.682423315,,17.82124052,15.51597152,16.7986273,17.2061911,17.85592645,17.07644554,16.55081486,14.75817339,15.92425041,11.14501359,14.75861947,253.3812479
2007_UTAH,UTAH,2007,0.238,2007_UTAH,504079,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,64987,528653,239.4049889,281.0874737,221.2614281,267.6656302,41.13232514,523386,23640,18.99247743,,15.325402,12.96164699,14.71104341,14.31739581,15.31507836,14.62589508,13.89159797,12.7065554,13.48287958,11.2954397,22.13984772,252.3548802
2007_VERMONT,VERMONT,2007,0.238,2007_VERMONT,89329,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,57534,87877,246.357405,291.0107738,228.2485382,258.3211177,16.66129032,95399,8859,5.892693415,,14.63676912,11.69684964,14.24176392,13.34014536,14.61930181,13.80643027,13.20629158,10.84942473,11.37486316,11.17362853,10.76859691,255.9844587
2007_VIRGINIA,VIRGINIA,2007,0.238,2007_VIRGINIA,1220440,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,71824,1141201,243.5211298,287.625905,227.1367249,257.4212028,21.96618476,1220440,79688,6.650955364,,16.68058528,13.9126357,15.78618318,16.04260296,16.71691325,16.06120527,15.49642737,13.47318997,14.41667947,11.39547114,15.31522939,253.9262406
2007_WASHINGTON,WASHINGTON,2007,0.238,2007_WASHINGTON,1026121,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,70512,958082,242.542232,284.8628043,223.9993368,269.5967634,31.69271061,1026774,53743,12.58745039,,16.36606652,13.80753653,15.87585212,15.19516246,16.39760498,15.66777258,15.1369705,13.25981933,14.51417272,11.37703536,19.10526022,255.2502841
2007_WEST_VIRGINIA,WEST_VIRGINIA,2007,0.238,2007_WEST VIRGINIA,281298,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,51101,261235,236.3378058,270.0840936,215.1305555,259.1619549,22.78163074,281939,19633,8.421166216,,15.09560944,12.98933677,14.54614062,13.89514028,15.12202674,14.5041525,13.96825404,12.36642745,12.55441972,11.05505652,14.36046452,245.1786025
2007_WISCONSIN,WISCONSIN,2007,0.238,2007_WISCONSIN,870584,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,62253,815043,244.1812142,285.6179425,223.3180098,260.8129192,18.34993925,876700,59089,3.512998361,,16.34697245,13.47403863,15.67292166,15.51186354,16.33048001,15.72632739,15.17554282,13.16317007,13.26960963,11.25245918,14.83694089,253.4825214
2007_WYOMING,WYOMING,2007,0.238,2007_WYOMING,85034,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,59178,79531,243.8669151,286.9877715,225.2894833,262.2280247,18.67897727,85193,6737,6.033437715,,14.4196238,11.83124201,13.70378162,13.58969004,14.35855893,13.61608438,13.18180687,10.86729171,12.62941737,11.2018023,12.64553956,254.5930487
2009_ALABAMA,ALABAMA,2009,0.197,2009_ALABAMA,745668,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019,924956,46905,691870,227.9626504,268.5241203,216.2733559,267.5774737,11.95342407,745668,47818,-3.640452708,,15.96751794,13.67896619,15.42110917,14.82671173,16.0514337,15.33986289,14.84186312,13.41732848,13.91731987,10.93569799,15.59387678,245.0844001
2009_ALASKA,ALASKA,2009,0.197,2009_ALASKA,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,72275,121857,237.2122843,283.0476628,211.1273683,256.1068616,24.23880597,130662,7927,7.755647146,,14.76496024,12.83271243,14.30115569,13.27902781,14.8693016,14.11733066,13.81234681,11.34792693,12.80185092,11.36805199,16.48315882,246.8735443
2009_ARIZONA,ARIZONA,2009,0.197,2009_ARIZONA,981303,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659,53662,993469,229.9911052,277.332282,209.9892695,267.1670297,26.63480916,1087817,54696,6.746389532,,16.17036646,14.03852256,15.33192457,15.36962946,16.2550476,15.45313042,15.08850285,13.20875645,14.26738384,11.07027882,19.88841963,246.1199216
2009_ARKANSAS,ARKANSAS,2009,0.197,2009_ARKANSAS,474423,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763,42867,441973,237.5405919,275.9995,216.1515814,269.5687297,11.12975981,478965,37162,-1.758809156,,15.55413486,13.36892414,15.25676481,13.62157328,15.60823129,14.87825898,14.39590952,13.36620207,13.10315265,10.845676,12.88856897,249.8151008
2009_CALIFORNIA,CALIFORNIA,2009,0.197,2009_CALIFORNIA,6234155,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373,8881265,65858,5786013,231.6749272,270.4485881,209.7624054,254.8952466,21.83994126,6322528,303647,1.017973649,,18.29883846,16.27210897,17.68631232,17.17876008,18.30969337,17.5681791,17.07234973,15.31958117,16.17927299,11.27507461,20.82196761,241.6952918
2009_COLORADO,COLORADO,2009,0.197,2009_COLORADO,812068,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058,65618,768178,243.13244,287.3729075,225.6966406,259.4494265,18.86350236,818443,48692,2.054930108,,16.11286958,13.41647074,15.28566791,15.41023923,16.15663722,15.40833928,14.99173688,12.88705416,14.02978645,11.27142375,16.80857225,253.9128537
2009_CONNECTICUT,CONNECTICUT,2009,0.197,2009_CONNECTICUT,539250,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075,76085,524102,244.7177427,288.6085135,228.9721167,257.5952755,24.25998807,567198,48463,12.55625533,,16.26552187,13.08655245,15.27809282,15.7308103,16.22781913,15.61558754,15.0267942,12.88873997,13.72493003,11.41942484,11.70373274,254.9734121
2009_DELAWARE,DELAWARE,2009,0.197,2009_DELAWARE,116804,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460,61141,117264,239.4905694,283.829473,225.5130868,258.0485802,27.10028653,125430,8322,12.02818848,,14.53706764,11.78515898,14.04165707,13.41888515,14.58213962,13.86485349,13.29492151,11.47969917,12.62671736,11.20075638,15.07209805,251.7204274
2009_FLORIDA,FLORIDA,2009,0.197,2009_FLORIDA,2623067,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913,53535,2438465,241.9449094,279.3352641,225.6734073,265.5131199,19.61943402,2631020,186361,5.501566011,,17.27226615,14.98656614,16.19782697,16.68673124,17.35804292,16.62608611,16.08315404,14.43127157,15.50691435,11.06790935,14.11786801,253.1166752
2009_GEORGIA,GEORGIA,2009,0.197,2009_GEORGIA,1649598,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073,50848,1536360,236.0295729,277.5611997,217.8481057,271.8101332,16.29943289,1655792,118839,2.366363782,,16.88419066,14.49279456,16.04161258,16.14583517,16.94109004,16.30428613,15.63144388,13.81747185,14.99304227,11.0164145,13.93306911,250.8122529
2009_HAWAII,HAWAII,2009,0.197,2009_HAWAII,179478,2689758,392837,2205032,91889,2318671,1402305,718309,129473,68584,65289,164038,235.6797808,273.7586067,210.6164187,264.9989661,24.48575949,179478,11295,8.595719653,,14.98478021,13.06096847,14.78607101,11.60815503,14.83632316,14.3334463,13.66447354,11.95104607,11.31563298,11.26639727,15.89003984,246.2634431
2009_IDAHO,IDAHO,2009,0.197,2009_IDAHO,267951,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190,54881,254694,241.0428023,287.3052151,221.0229244,242.4904243,35.97993311,275051,15148,17.82235455,,14.77569598,12.47562665,14.37345989,13.31003489,14.72694948,14.14170639,13.55870288,11.69848737,11.79881416,11.09274091,18.15757856,247.9653415
2009_ILLINOIS,ILLINOIS,2009,0.197,2009_ILLINOIS,2117291,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993,62028,1956078,238.2856688,282.431417,219.16578,272.4593163,26.01221239,2119707,135704,10.39213487,,17.29070004,15.2032467,16.05955028,16.75291555,17.3173456,16.59950682,16.16609219,13.92592531,15.05485146,11.2151596,15.62007752,253.0855455
2009_INDIANA,INDIANA,2009,0.197,2009_INDIANA,1028259,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628,51980,968437,242.6168096,286.8099779,222.6594808,264.3620409,19.79455253,1046147,62668,3.101072603,,16.56022888,14.33453961,15.7540157,15.75158372,16.41288409,15.70881912,15.29873754,13.25424707,13.88955505,11.03843273,16.69347993,254.1120773
2009_IOWA,IOWA,2009,0.197,2009_IOWA,487559,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339,59507,452886,242.595644,284.1701786,221.4222981,260.2445245,14.56408318,487559,35961,1.006089794,,15.74144915,13.15401121,14.92959833,15.00904547,15.74142594,15.06491609,14.47478096,12.50803348,13.59833638,11.17366766,13.55799338,252.1081613
2009_KANSAS,KANSAS,2009,0.197,2009_KANSAS,470445,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961,52463,433596,245.3086536,288.596403,223.9242133,254.7389799,21.66487455,471060,35883,8.537209641,,15.72080762,13.02460847,15.18666782,14.66054623,15.75796015,15.05419648,14.45175143,12.49900098,13.95342411,11.04768186,13.12766491,253.1420625
2009_KENTUCKY,KENTUCKY,2009,0.197,2009_KENTUCKY,669858,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114,50054,628441,238.8359023,279.2842161,225.6062424,264.837185,41.88833747,670030,43451,26.4679789,,15.89846911,13.66682075,15.34869718,14.74508568,15.91680094,15.23896212,14.71350189,13.1074532,13.66698324,11.00067613,15.42035856,252.1408865
2009_LOUISIANA,LOUISIANA,2009,0.197,2009_LOUISIANA,662774,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292,824390,53303,637152,229.4324555,272.3799067,207.4861372,264.5140023,20.28505393,684873,49377,6.414770194,,16.07283741,14.20903535,15.26758725,15.15138846,16.08149288,15.39453587,14.92856454,13.09955631,13.80221742,11.06356632,13.87028374,243.4531254
2009_MAINE,MAINE,2009,0.197,2009_MAINE,187372,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016,55730,175521,244.4557328,286.3614259,223.790428,265.6912406,17.10025381,192935,15912,4.975128116,,14.9596961,12.58908903,14.09711994,14.23506374,14.96022091,14.32005392,13.84183509,12.08733678,11.76985307,11.10809231,12.12512569,255.0747068
2009_MARYLAND,MARYLAND,2009,0.197,2009_MARYLAND,843781,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161,75305,786984,243.795041,288.3415653,226.0477839,264.888126,20.06297647,843861,58940,5.745687698,,16.57159339,13.63126394,15.73531382,15.90573452,16.54145608,15.92675561,15.3776334,13.28266458,13.95571563,11.40912024,14.31728877,255.7681291
2009_MASSACHUSETTS,MASSACHUSETTS,2009,0.197,2009_MASSACHUSETTS,932437,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413,69658,887862,252.2547897,298.8543466,233.7494631,266.7995193,20.54556355,958910,70398,6.9242959,,16.72305252,14.16226699,15.78282756,16.09234666,16.71496606,16.17980025,15.52704576,13.21168144,13.46670083,11.33117126,13.62126765,262.9145297
2009_MICHIGAN,MICHIGAN,2009,0.197,2009_MICHIGAN,1537515,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455,53961,1507838,236.2797197,278.2681682,218.2355503,266.8540198,29.97374759,1659921,94754,12.455532,,16.97170844,14.73474601,16.31090335,15.99562058,16.99068869,16.23844906,15.84441683,13.85129463,14.24254447,11.07583527,17.51821559,249.9093645
2009_MINNESOTA,MINNESOTA,2009,0.197,2009_MINNESOTA,800831,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008,65806,773942,249.4555342,294.4433201,223.3366618,253.329004,22.82106038,836048,53083,7.071234638,,16.33268104,13.44316561,15.8810019,15.15450095,16.41067474,15.75593949,14.9931739,13.77594959,14.16676484,11.27428473,15.74982574,255.14113
2009_MISSISSIPPI,MISSISSIPPI,2009,0.197,2009_MISSISSIPPI,491194,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915,493773,41154,445319,227.2622608,265.0019582,210.5065175,267.7064996,19.92291774,491962,33358,5.174971225,,15.47513668,13.60313937,14.84306803,14.31897792,15.51106175,14.83590861,14.32615603,12.70766655,13.2896496,10.80489483,14.74794652,242.619309
2009_MISSOURI,MISSOURI,2009,0.197,2009_MISSOURI,893807,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105,57217,848966,240.6843809,285.8080019,223.8423578,267.2980565,17.600104,917871,68015,4.104977929,,16.24372396,13.71911424,15.36325289,15.56116625,16.32039009,15.63919286,15.10159226,13.37166496,14.10875142,11.13442476,13.49512608,254.4081993
2009_MONTANA,MONTANA,2009,0.197,2009_MONTANA,141782,1607935,195705,765177,647053,1622485,855803,509899,66973,158151,47442,130847,244.4007519,291.5429429,224.6517501,273.5892897,15.93215339,141899,10467,2.375355838,,14.47027973,12.36418213,13.72768089,13.56000191,14.47928791,13.83961392,13.32178637,11.29186326,12.15112398,10.94708162,13.55679755,258.5461837
2009_NEBRASKA,NEBRASKA,2009,0.197,2009_NEBRASKA,292161,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293,58186,271791,238.7484634,284.2590935,222.5233073,261.89815,16.75735294,292590,22057,3.492176353,,15.25449456,12.78376746,14.1631932,14.70924548,15.25486979,14.63054351,13.89626085,12.06427296,13.27848934,11.15121848,13.26517659,251.8572536
2009_NEVADA,NEVADA,2009,0.197,2009_NEVADA,430985,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194,633545,60344,396431,235.1522739,274.1485417,211.140589,269.7398201,34.91106291,433371,21993,15.20611133,,15.48645645,13.13997577,14.81617213,14.55182735,15.51656521,14.75883164,14.30581139,12.04476603,13.53890474,11.18763523,19.70495158,247.5453062
2009_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2009,0.197,2009_NEW HAMPSHIRE,197024,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359,75240,185171,251.0717526,292.3218172,229.1445204,251.3056546,23.68898488,197934,15661,11.05032835,,15.03070395,12.07710112,13.99756548,14.50638818,15.00961755,14.43120431,13.79941264,11.40265893,11.80927281,11.40825671,12.63865654,255.9609362
2009_NEW_JERSEY,NEW_JERSEY,2009,0.197,2009_NEW JERSEY,1354912,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241,75998,1249534,246.5298698,292.6572271,229.3944864,266.8764602,27.91997611,1381420,114713,15.87757464,,17.27286658,14.00978006,16.33728161,16.70964816,17.25899973,16.62002243,16.15717253,13.94697453,14.40028796,11.41828073,12.04240147,258.8645109
2009_NEW_MEXICO,NEW_MEXICO,2009,0.197,2009_NEW MEXICO,328737,3703477,519973,2615320,568184,3945515,1807514,1167618,132017,784529,51084,308153,230.0295892,269.7042538,207.6457308,270.393926,19.64804897,330245,22825,5.179483797,,15.30460109,13.34135059,14.95671545,13.43001902,15.36790848,14.58728141,14.15029476,11.97050441,13.75265724,11.02104504,14.46856517,244.443375
2009_NEW_YORK,NEW_YORK,2009,0.197,2009_NEW YORK,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,58915,2459460,240.6410988,282.5769154,224.3687488,267.0678566,14.71650943,2740592,217944,2.141756286,,18.01862707,15.15780238,17.24447579,17.28815904,18.05320804,17.55624358,16.64008363,14.34262599,15.69345849,11.16366943,12.57475315,253.6636549
2009_NORTH_CAROLINA,NORTH_CAROLINA,2009,0.197,2009_NORTH CAROLINA,1452064,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148,49165,1377905,243.7784601,284.3326353,219.2960459,253.8409544,17.82130375,1488645,109634,4.242988632,,16.73038223,14.31571612,16.1030105,15.75383548,16.69454495,16.06768813,15.34288797,13.70978995,14.49437429,10.98275569,13.57831512,250.3120239
2009_NORTH_DAKOTA,NORTH_DAKOTA,2009,0.197,2009_NORTH DAKOTA,94653,1150142,160294,407374,582474,1137260,579830,310316,78735,95977,58749,87601,245.1895263,292.8424885,225.9674719,270.7481588,15.42094017,94728,8181,3.841915602,,14.1352144,12.16458333,13.09730539,13.45485825,14.12395085,13.45030866,12.82516484,11.45366149,11.65168228,11.16084784,11.57902457,258.6869114
2009_OHIO,OHIO,2009,0.197,2009_OHIO,1729072,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409,2552105,53826,1633183,243.6875529,285.5830138,224.5321781,272.8026339,21.65117051,1817163,112845,5.547993589,,17.12118314,14.42142187,16.32028478,16.39520892,17.10561602,16.36877451,15.98975157,13.92212261,14.93224749,11.07333033,16.10317692,256.6513447
2009_OKLAHOMA,OKLAHOMA,2009,0.197,2009_OKLAHOMA,644549,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867,568720,53825,602081,236.7809856,275.7119568,217.1906276,254.1291737,21.7753342,645108,46571,7.923194452,,15.79204399,13.73262826,15.09892649,14.80440949,15.77734093,15.03804512,14.63485912,13.44691744,13.43096193,11.07331175,13.85213974,245.9531859
2009_OREGON,OREGON,2009,0.197,2009_OREGON,560726,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699,803096,57603,542276,238.0323272,285.0368144,218.1423405,264.2880575,20.97001034,575393,30152,1.886931275,,15.81320379,13.57418866,15.13230104,14.86458807,15.89967445,15.18661465,14.74739486,12.45681075,13.77604796,11.14114836,19.08307907,251.3748849
2009_PENNSYLVANIA,PENNSYLVANIA,2009,0.197,2009_PENNSYLVANIA,1687145,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635,2411908,56517,1654555,243.5878732,288.3041689,223.6794399,259.5284866,23.85125685,1775029,129708,10.16644944,,17.28207222,14.58928602,16.28365906,16.70909502,17.30326568,16.54507263,16.02834563,14.13997896,14.87574712,11.12211518,13.68480741,253.7749922
2009_RHODE_ISLAND,RHODE_ISLAND,2009,0.197,2009_RHODE ISLAND,141521,2179714,206225,765069,1208420,2171376,1224158,773039,90493,24161,60578,134864,238.7668591,277.9237194,222.7048852,269.2399849,26.91576087,145342,11316,14.07182308,,14.77452266,12.41654151,13.72753973,14.18464271,14.77069005,14.19758225,13.73790321,11.59284621,10.27231347,11.1915055,12.84393779,252.1588622
