PRIMARY_KEY,STATE,YEAR,Inflation_pegged_2019,ALTERNATIVE_KEY,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,KINDERGARTEN_ALL_RATIO_DIFF,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,ALL_STUDENT_TEACHER_RATIO,AVG_ALL_SCORES
2005_ALASKA,ALASKA,2005,0.315,2005_ALASKA,132568,1599739,302846,878731,418162,1751718,829666,559084,55782,268700,72041,123354,235.5107055,278.9587094,211.0613186,266.8787375,24.43069307,132970,7756,7.286546602,,14.55918771,12.89481637,13.96007077,13.21746086,14.64994424,13.90261515,13.50789167,11.20304318,12.77518746,11.45882735,17.14414647,248.1023678
2005_ARIZONA,ARIZONA,2005,0.315,2005_ARIZONA,919875,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097,861286,58319,1010731,229.8006731,274.30509,207.1427366,264.9477781,41.25588536,1043298,48935,19.93580771,,16.11090922,13.98126412,15.28937104,15.29302799,16.05461088,15.32007373,14.90689152,13.04265448,13.94001857,11.24751989,21.32007765,244.0490695
2005_ARKANSAS,ARKANSAS,2005,0.315,2005_ARKANSAS,461667,3978240,447012,2995788,535440,3999608,2118580,1173643,200865,393713,47250,435390,235.545467,271.6363484,217.0715289,254.9985524,18.2372965,463115,31234,3.410024934,,15.47018673,13.28417738,15.18655453,13.46468078,15.47554358,14.84009328,14.24945981,12.48422499,13.15721416,11.0370446,14.82727156,244.8129742
2005_CALIFORNIA,CALIFORNIA,2005,0.315,2005_CALIFORNIA,6307022,62171797,7148863,34912166,20110768,66196072,31070450,18046385,3132465,10223657,66710,5926631,230.3669575,268.5581286,206.5120265,264.1845096,20.54690321,6441557,305969,-0.506069473,,18.2192487,16.05630055,17.64218259,17.09060262,18.28196835,17.52560443,16.98229261,15.23116746,16.41405157,11.38194681,21.05297269,242.4054056
2005_COLORADO,COLORADO,2005,0.315,2005_COLORADO,765388,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280,918985,65026,720428,239.2158745,280.8240073,223.65613,266.2255436,20.75336976,765976,45165,3.793865722,,16.0223597,13.33909198,15.17281711,15.33727997,16.07506583,15.30734097,14.9410589,12.74334992,14.00486174,11.35637913,16.95950404,252.4803889
2005_CONNECTICUT,CONNECTICUT,2005,0.315,2005_CONNECTICUT,552512,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388,496778,73258,533853,242.1207324,281.068953,225.7530197,251.9783912,25.68117719,577390,38808,10.80305928,,16.15604465,13.17694393,15.14924502,15.61780499,16.09783733,15.51914279,14.87786504,12.80700919,13.38973519,11.4755794,14.87811791,250.2302741
2005_DELAWARE,DELAWARE,2005,0.315,2005_DELAWARE,112562,1431710,106513,894498,430699,1480157,761786,424220,62086,172879,66039,112426,239.7169124,280.9535428,225.8384591,258.7212747,29.99637681,119091,7856,14.83713547,,14.44821676,11.84985899,13.97785461,13.24700141,14.48149539,13.81725762,13.23184413,11.31011247,12.33418387,11.37183742,15.15924134,251.3075473
2005_FLORIDA,FLORIDA,2005,0.315,2005_FLORIDA,2645280,23216404,2328513,9940813,10947078,23857012,11270907,6876508,1363005,3803764,55412,2471699,238.9306496,274.0483769,219.4652222,257.6917319,21.90213286,2639336,154864,4.859204871,,17.23420632,14.93457709,16.38599603,16.48241979,17.2614254,16.51157203,16.01745819,14.39903904,15.42533833,11.19638812,17.04292799,247.5339952
2005_GEORGIA,GEORGIA,2005,0.315,2005_GEORGIA,1552758,14724731,1375318,6449103,6900310,14492666,7886069,3954215,658022,1794894,59196,1470064,233.6357378,272.1915644,214.4309205,250.4310564,17.51179414,1553437,104987,2.7153241,,16.77887568,14.4080322,15.95328827,16.02091356,16.76298995,16.15444501,15.46412932,13.67083031,14.67429319,11.26244592,14.79647004,242.6723198
2005_HAWAII,HAWAII,2005,0.315,2005_HAWAII,183185,2274166,236973,1986615,50578,1765805,1007207,559178,137949,61471,76803,168401,230.0968754,265.6293191,209.5787676,264.7581061,26.99005964,183185,11146,10.55501568,,14.91096062,12.64953816,14.77577941,11.10510864,14.6579539,14.09652838,13.50805979,12.108476,11.30015746,11.52283565,16.43504396,242.5157671
2005_IDAHO,IDAHO,2005,0.315,2005_IDAHO,253782,1796035,192039,1023550,580446,1819519,989703,531569,77321,181622,56941,241995,241.6501157,280.9668966,221.8595114,264.0127592,38.4372549,256084,14269,20.49037705,,14.67492868,12.43929042,14.1126242,13.54538872,14.6879194,14.07899684,13.45742496,11.52955753,12.38351955,11.22360759,17.94687785,252.1223207
2005_ILLINOIS,ILLINOIS,2005,0.315,2005_ILLINOIS,2072437,21611180,1835598,7152163,12623419,22035569,11063949,6900767,755227,2137191,62383,1963519,233.067494,277.6722389,216.48972,266.0093654,34.62289242,2097503,131047,18.61716166,,17.162558,14.69671754,16.05676205,16.62490096,17.18200514,16.49303921,16.02097979,13.80861031,14.84883957,11.31488475,16.00573077,248.3097046
2005_INDIANA,INDIANA,2005,0.315,2005_INDIANA,1014528,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599,982893,54699,959555,240.0690988,281.7149455,218.0725333,238.203093,26.07557932,1021348,60563,9.211355291,,16.54492504,13.74533745,15.74266364,15.83331008,16.49371523,15.76527637,15.26128246,13.20648885,14.07209221,11.18343737,16.86422403,244.5149177
2005_IOWA,IOWA,2005,0.315,2005_IOWA,478319,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893,538313,59936,446047,239.8808018,283.8109288,220.8094002,270.5087409,15.93446181,478319,34697,2.148860745,,15.62365741,13.07855349,14.80812609,14.88787597,15.61530548,14.93230697,14.35272021,12.55173217,13.47003212,11.27486927,13.78560106,253.7524679
2005_KANSAS,KANSAS,2005,0.315,2005_KANSAS,468481,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824,308365,54171,417181,245.7820465,284.0300535,220.4687493,255.77997,25.79411765,469136,32932,11.54852066,,15.53004264,13.0589495,14.94805969,14.49923388,15.4946098,14.86610091,14.31841877,12.39557072,12.91287609,11.17373765,14.24559699,251.5152048
2005_KENTUCKY,KENTUCKY,2005,0.315,2005_KENTUCKY,674502,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579,741433,47303,624506,231.4923054,273.9830272,219.9268179,256.8723815,42.1919105,674796,41463,25.91725599,,15.78391807,13.65272421,15.22766184,14.60610979,15.83866377,15.14178747,14.59667313,13.00042484,13.79017674,11.03816566,16.27465451,245.568633
2005_LOUISIANA,LOUISIANA,2005,0.315,2005_LOUISIANA,717625,5975074,844640,2787542,2342892,5941561,3264689,1854202,362965,350658,47995,601589,230.2311964,267.7550308,209.1656583,248.505423,22.48667712,724281,49192,7.763124506,,15.87694371,13.92050245,15.11450743,14.94073329,15.87131912,15.27251173,14.70680164,13.07589836,13.04140333,11.05268878,14.72355261,238.9143271
2005_MAINE,MAINE,2005,0.315,2005_MAINE,198745,2324789,197651,895595,1231543,2325138,1355800,620991,96318,128520,56615,181732,240.6914597,281.0585409,224.5777722,264.3017438,13.92370295,198820,16656,1.986863373,,14.93297651,12.46809479,13.97908025,14.29761508,14.93312662,14.39373891,13.61290853,11.74924716,12.03767648,11.21786591,11.93683958,252.6573792
2005_MARYLAND,MARYLAND,2005,0.315,2005_MARYLAND,865561,9906219,670998,3729262,5505959,9782665,5154440,2934277,407619,947970,77997,803162,238.4217067,277.9307946,220.0295858,263.5170297,23.70860355,865561,55101,7.999977567,,16.38250997,13.6903581,15.40555758,15.79517818,16.36995917,15.7292057,15.16580831,13.19192486,14.0359148,11.53826231,15.70862598,249.9747792
2005_MASSACHUSETTS,MASSACHUSETTS,2005,0.315,2005_MASSACHUSETTS,955225,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078,803602,72203,903667,247.337049,291.5135411,231.2794393,261.0136865,23.89269486,975574,73399,10.60131487,,16.65247022,13.81669694,15.78220141,16.0033168,16.63301661,16.06397282,15.41128625,13.15049897,13.87069607,11.46107354,13.29137999,257.785929
2005_MICHIGAN,MICHIGAN,2005,0.315,2005_MICHIGAN,1721351,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610,1937442,59205,1572460,237.706003,277.346682,218.2606891,267.0031717,27.21897053,1751290,100638,9.817094496,,17.03936964,14.50361613,16.48633572,15.97688464,17.10926037,16.3160566,15.95798594,13.91690867,14.75071577,11.26259794,17.40187603,250.0791365
2005_MINNESOTA,MINNESOTA,2005,0.315,2005_MINNESOTA,814660,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632,937357,69880,779313,245.7461911,290.0749958,225.2265781,266.8312332,26.10458389,838503,52152,10.0265236,,16.26152324,13.45265032,15.86638892,14.9377813,16.29570695,15.62358152,14.85833167,13.6533693,14.02465616,11.42837143,16.07806029,256.9697496
2005_MISSISSIPPI,MISSISSIPPI,2005,0.315,2005_MISSISSIPPI,494382,3639643,552628,1958500,1128515,3610904,1935459,1096574,231190,281713,42374,442829,226.6988447,262.4562427,204.393607,263.9384184,21.28471475,495376,31321,5.468616921,,15.38123282,13.49627703,14.7615261,14.21024983,15.37330538,14.74969173,14.181538,12.62483183,12.82248077,10.92812691,15.81609783,239.3717782
2005_MISSOURI,MISSOURI,2005,0.315,2005_MISSOURI,902659,8340865,694008,3640728,4006129,8170965,4224716,2452665,457530,708726,55407,849484,235.0355476,276.4499393,221.1686228,252.6915933,16.62651848,905449,65847,2.875717381,,16.21051415,13.72407543,15.38153089,15.47717266,16.18993424,15.53029926,14.98652241,13.3074344,13.74506094,11.19629788,13.7508011,246.3364258
2005_MONTANA,MONTANA,2005,0.315,2005_MONTANA,146552,1293070,191687,578321,523062,1268328,721019,412180,53055,59998,48095,134837,240.5754886,286.4320012,224.5521798,269.9834438,17.09547739,146705,10224,2.746396792,,14.34636646,12.43745578,13.54172102,13.44129195,14.32704672,13.76225743,13.20305209,11.15292106,11.27590317,11.05477017,14.34908059,255.3857784
2005_NEBRASKA,NEBRASKA,2005,0.315,2005_NEBRASKA,284553,2895640,295968,878576,1721096,2708776,1487488,751435,127968,264339,61770,264758,237.7061785,283.962991,221.3774628,260.7823834,17.75963149,285761,21236,4.3031896,,15.15255338,12.87184328,13.95989436,14.63230852,15.0858441,14.48643601,13.80357666,12.03337218,12.75882431,11.30500975,13.45644189,250.9572539
2005_NEVADA,NEVADA,2005,0.315,2005_NEVADA,399727,3381646,251421,1996995,1133230,3483540,1665706,926213,115483,584219,62139,381408,229.8715955,269.9055855,207.1869744,273.7160629,41.49583333,400083,20950,22.39879276,,15.3077098,12.70872077,14.78099077,14.21441919,15.33739624,14.59959628,14.01269617,11.93071528,13.55186786,11.31096576,19.09704057,245.1700546
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2005,0.315,2005_NEW HAMPSHIRE,202223,2332695,125956,878957,1327782,2333264,1261140,651058,65668,163780,73450,194795,245.6259264,285.253357,227.4383241,261.1384723,26.00514139,206852,15298,12.48363531,,14.93637148,12.01752458,13.96032792,14.3728571,14.93661537,14.3213633,13.66019068,11.36620369,12.28011601,11.47819685,13.52150608,254.86402
2005_NEW_JERSEY,NEW_JERSEY,2005,0.315,2005_NEW JERSEY,1368959,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943,2179605,81678,1241033,243.9789314,283.9026042,223.2983935,268.3566729,27.69233056,1393347,114875,15.56308573,,17.22598574,14.02528326,16.3237555,16.63467738,17.22585679,16.53823422,16.09191231,13.8883846,14.86849089,11.58437663,12.12924483,254.8841505
2005_NEW_MEXICO,NEW_MEXICO,2005,0.315,2005_NEW MEXICO,326102,2982991,480888,2102670,399433,3011696,1395996,955266,149000,466166,50201,301618,224.0272183,263.275163,206.7916207,250.5306689,17.46382979,326102,21730,2.456834849,,15.18227371,13.35722634,14.83255519,13.17163799,15.1918506,14.42295536,14.04358178,12.18553825,13.32613374,11.09762689,15.00699494,236.1561677
2005_NEW_YORK,NEW_YORK,2005,0.315,2005_NEW YORK,2816426,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778,60808,2518645,238.1739767,279.7162537,222.6952,264.6593688,16.0456788,2836337,218612,3.071381874,,17.8720915,15.23865991,17.04440577,17.16100204,17.89793834,17.41677994,16.51449255,14.25670657,15.29614942,11.2893133,12.97429693,251.3111998
2005_NORTH_CAROLINA,NORTH_CAROLINA,2005,0.315,2005_NORTH CAROLINA,1347177,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213,791873,54208,1299607,241.2355493,281.8251366,217.1344487,269.2241297,17.51065497,1385754,92550,2.537624173,,16.496127,14.19969827,15.95199501,15.3536793,16.47975206,15.90746036,15.20119421,13.54498722,13.85599297,11.17442044,14.97303079,252.3548161
2005_NORTH_DAKOTA,NORTH_DAKOTA,2005,0.315,2005_NORTH DAKOTA,100413,969520,148482,341066,479972,985502,501563,258404,64839,88341,54383,91704,242.7369951,286.9609534,224.8108467,267.4556943,21.63843648,100513,8070,9.183293979,,14.05839305,12.18205568,13.01366795,13.35531971,14.0747431,13.39932117,12.7361162,11.35349922,11.66279627,11.17764355,12.4551425,255.4911224
2005_OHIO,OHIO,2005,0.315,2005_OHIO,1778784,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761,2046199,56975,1703829,242.1059352,283.2517747,222.5332538,252.8690625,26.61411858,1840032,118060,11.02855192,,17.07231027,14.43569058,16.20727098,16.39377991,17.07429965,16.36154197,15.96520057,13.90393409,14.80533115,11.22420452,15.58556666,250.1900066
2005_OKLAHOMA,OKLAHOMA,2005,0.315,2005_OKLAHOMA,629145,4892548,678448,2440741,1773359,4785987,2303527,1569038,467321,397131,48523,582270,233.9553288,271.3599024,213.8614501,269.6512703,26.16648169,629476,40416,10.59156086,,15.67706045,13.70139978,14.98164891,14.66222271,15.6550395,14.92378865,14.53980992,13.32860833,13.16585815,11.06362986,15.57492082,247.2069879
2005_OREGON,OREGON,2005,0.315,2005_OREGON,550502,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133,364717,56919,511318,238.3249306,282.2373254,216.8999802,269.4232281,36.27627907,552505,27431,16.13465098,,15.70318544,13.39262767,14.98165587,14.82319239,15.81168141,15.07188552,14.60814399,12.38082351,13.08071365,11.22322115,20.14162809,251.7213661
2005_PENNSYLVANIA,PENNSYLVANIA,2005,0.315,2005_PENNSYLVANIA,1755560,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319,1914407,59678,1699175,240.5729633,280.7138351,222.7719804,251.0333307,24.96689406,1828089,121167,9.879543545,,17.20985059,14.64952742,16.1262875,16.6725656,17.23280633,16.51279656,15.98221834,14.00631229,14.73875514,11.27055539,15.08735052,248.7730274
2005_RHODE_ISLAND,RHODE_ISLAND,2005,0.315,2005_RHODE ISLAND,153596,1903472,145957,747359,1010156,1790591,1023496,616544,74850,20070,63782,143842,233.4367723,272.3450181,216.4398673,265.1385618,1.749752132,156498,11781,-11.53417962,,14.73302681,12.164904,13.7981376,14.099452,14.67189296,14.11257144,13.60572164,11.49707806,10.18081811,11.33706296,13.28393175,246.8400549
2005_SOUTH_CAROLINA,SOUTH_CAROLINA,2005,0.315,2005_SOUTH CAROLINA,701176,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107,938347,51854,648739,238.3026753,281.2343211,213.2035072,258.1601855,24.03628847,703736,46914,9.035734265,,15.93586489,13.64197829,15.13041691,15.14231968,15.97219449,15.2318673,14.73279458,13.0167155,14.02571176,11.13002402,15.00055421,247.7251723
2005_SOUTH_DAKOTA,SOUTH_DAKOTA,2005,0.315,2005_SOUTH DAKOTA,124862,1053504,176738,350316,526450,1059303,539413,316892,46872,124727,55620,112542,241.5941861,287.303618,222.3986921,270.2437558,23.43544304,122798,9064,9.887561308,,14.14146897,12.35626035,13.04042755,13.4477483,14.14695837,13.47207346,12.94015297,11.02901243,12.00771929,11.20013479,13.54788173,255.385063
2005_TENNESSEE,TENNESSEE,2005,0.315,2005_TENNESSEE,940769,6806262,787269,2962151,3056842,7067521,4120045,1907907,378064,483208,50792,863122,231.6880797,270.5245768,214.2212693,266.7672812,18.7930601,941091,60022,3.113959099,,16.00719029,13.85016194,15.17526292,15.20672958,16.04485701,15.50521131,14.73535405,13.11665544,13.36203915,11.10933081,15.679101,245.8003018
2005_TEXAS,TEXAS,2005,0.315,2005_TEXAS,4334611,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727,5592231,53391,4175270,241.9909163,281.102845,218.733824,259.63136,18.65136282,4405215,294547,3.695464444,,17.72122541,15.49925752,16.65563668,17.11806417,17.78575189,17.03118825,16.48387693,14.72259948,15.81072554,11.15923414,14.95589838,250.3647363
2005_UTAH,UTAH,2005,0.315,2005_UTAH,488055,3181279,326400,1729443,1125436,3188018,1632553,771298,241992,467720,70651,466123,238.7974238,279.1561234,221.3109271,263.1568908,41.17034068,503607,22287,18.57389432,,15.24663054,12.96971557,14.63714661,14.20751774,15.24874663,14.57949227,13.82966675,12.67049661,13.32946177,11.43934421,22.59644636,250.6053413
2005_VERMONT,VERMONT,2005,0.315,2005_VERMONT,92819,1628681,95016,1090494,443171,1634534,739981,392627,36577,63280,65355,90449,243.5288554,287.3564876,226.886251,266.8219111,18.87915408,98352,8720,7.600254996,,14.57711771,11.73563724,14.17597803,13.27554764,14.58070497,13.78821645,13.154452,10.78101157,11.32916127,11.36142589,11.27889908,256.1483763
2005_VIRGINIA,VIRGINIA,2005,0.315,2005_VIRGINIA,1203697,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204,1180309,66915,1124189,240.4975682,284.3716282,225.8137107,260.9683268,21.79485257,1204739,93732,8.941835461,,16.58936061,13.89919106,15.67281337,15.95868699,16.60584596,15.97110308,15.39759977,13.41640259,14.25512349,11.3850151,12.85301711,252.9128085
2005_WASHINGTON,WASHINGTON,2005,0.315,2005_WASHINGTON,1019925,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619,1292543,65280,959341,241.6846745,285.0522297,223.4863979,257.1691046,32.88042475,1020005,53125,13.68033063,,16.30215891,13.8617563,15.81005706,15.10328685,16.33001468,15.62176305,15.07986823,13.24216036,14.34595882,11.36027766,19.20009412,251.8481017
2005_WEST_VIRGINIA,WEST_VIRGINIA,2005,0.315,2005_WEST VIRGINIA,279456,2701056,329159,1607433,764464,2698703,1524187,852145,174265,137026,46976,259237,230.8432679,269.0994928,214.7670664,268.5404356,19.48093023,280129,19958,5.445004789,,15.08299003,12.97813286,14.56398572,13.82076688,15.08211851,14.51080838,13.92934864,12.34216907,12.10176263,11.03122878,14.03592544,245.8125657
2005_WISCONSIN,WISCONSIN,2005,0.315,2005_WISCONSIN,869301,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137,472358,57552,814792,240.5685819,284.5415566,221.1642265,259.0723418,17.93099237,864757,60521,3.642447894,,16.34945353,13.5185451,15.65175432,15.5359711,16.33361462,15.72410331,15.16913035,13.12737113,13.33932912,11.23428083,14.28854447,251.3366767
2005_WYOMING,WYOMING,2005,0.315,2005_WYOMING,84146,1132160,106484,585789,439887,1033603,510498,324752,29657,158464,57639,78028,242.9559138,282.1006096,223.262146,258.191598,22.13427562,84733,6657,9.405869429,,14.21347454,11.84958668,13.5545516,13.26810982,14.12239798,13.41697866,12.96465376,10.57129013,12.24711938,11.23579137,12.72840619,251.6275669
2007_ALABAMA,ALABAMA,2007,0.238,2007_ALABAMA,743273,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077,687816,51248,686947,228.520018,266.0001099,216.3889539,265.6419817,10.95801958,743632,56134,-2.289424039,,15.98473242,13.65659822,15.43288387,14.86583049,16.00259683,15.32468404,14.80567311,13.42401244,13.65477381,11.05792905,13.24744362,244.1377659
2007_ALASKA,ALASKA,2007,0.238,2007_ALASKA,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,76477,121404,237.2738932,282.5571541,214.4769544,266.9176171,22.67361111,132608,7903,5.89416027,,14.61713656,12.76411651,14.08004014,13.26541448,14.69105375,13.95353714,13.59183057,11.22717968,12.67313782,11.4582425,16.77945084,250.3064047
2007_ARIZONA,ARIZONA,2007,0.238,2007_ARIZONA,969875,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673,57321,1000520,231.9369335,275.5484264,209.5206243,254.7997475,29.58697159,1068249,52625,9.287703178,,16.19513533,13.98177041,15.46506536,15.30058797,16.19342568,15.40973663,15.00599386,13.12036022,14.39133776,11.1699195,20.29926841,242.9514329
2007_ARKANSAS,ARKANSAS,2007,0.238,2007_ARKANSAS,474532,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,49527,440234,237.6706874,273.8998622,217.0278177,265.8126157,12.2491149,476409,35089,-1.328046032,,15.51423774,13.30269459,15.2286803,13.5400447,15.5933035,14.87819581,14.35005881,13.23150842,13.27518018,11.02377043,13.57716093,248.6027458
2007_CALIFORNIA,CALIFORNIA,2007,0.238,2007_CALIFORNIA,6288686,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,67664,5881552,230.0340912,270.381784,208.522186,268.1594281,21.57900983,6406750,307366,0.734967219,,18.31282787,16.00313015,17.7745897,17.16376259,18.32255039,17.57531542,17.05697455,15.27245314,16.33745978,11.33580673,20.84404261,244.2743723
2007_COLORADO,COLORADO,2007,0.238,2007_COLORADO,790211,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,74228,740291,240.2058902,286.1927562,223.7326529,251.9368814,19.62693299,794026,46973,2.723052037,,16.06880029,13.39385395,15.225054,15.37763761,16.11333059,15.35934002,14.9385135,12.77987716,14.10912213,11.42839389,16.90388095,250.5170452
2007_CONNECTICUT,CONNECTICUT,2007,0.238,2007_CONNECTICUT,549230,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,77870,530737,242.7556468,282.4727901,227.2036492,258.7984559,23.74069767,575100,39115,9.037898237,,16.21653533,13.07852144,15.22268017,15.68292577,16.19065361,15.55735966,14.9466847,12.86407293,13.93816904,11.47629322,14.70279944,252.8076355
2007_DELAWARE,DELAWARE,2007,0.238,2007_DELAWARE,114678,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,66274,113757,241.7948949,282.9920827,225.0705423,254.8287924,29.36518771,122254,8038,14.15568286,,14.55664858,11.74734229,14.09849368,13.37672991,14.56269248,13.83673765,13.29838711,11.3457916,12.6255957,11.31505012,15.20950485,251.1715781
2007_FLORIDA,FLORIDA,2007,0.238,2007_FLORIDA,2656176,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,55596,2469344,242.02025,277.3834973,223.5349268,251.2877915,21.14071982,2671513,162851,4.736073851,,17.39279265,14.9408996,16.47819497,16.72568706,17.42518895,16.62992615,16.12537264,14.44448588,15.81954212,11.13936371,16.40464596,248.5566164
2007_GEORGIA,GEORGIA,2007,0.238,2007_GEORGIA,1628409,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,59053,1519798,235.2090171,274.7786646,218.8881713,266.4078816,16.78499743,1629157,113597,2.443447914,,16.9057306,14.41797957,16.09677856,16.15406166,16.88487603,16.2810462,15.57066004,13.75106343,14.84964975,11.1996878,14.34154951,248.8209337
2007_HAWAII,HAWAII,2007,0.238,2007_HAWAII,180728,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,77726,164659,234.286135,268.7720134,213.496555,267.0556914,22.76182708,180728,11271,6.727047557,,15.12280612,12.66914496,15.01521587,10.98928177,14.81728508,14.19263989,13.71776494,12.14014027,12.04882493,11.47444227,16.03477952,245.9025987
2007_IDAHO,IDAHO,2007,0.238,2007_IDAHO,262935,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,59712,250824,240.9028435,283.5075958,223.4040653,264.5448307,37.22775801,267380,14770,19.1248467,,14.72811263,12.43434513,14.32031971,13.27566884,14.70219299,14.09585671,13.50170036,11.58414453,12.21857296,11.21078546,18.10291131,253.0898338
2007_ILLINOIS,ILLINOIS,2007,0.238,2007_ILLINOIS,2101075,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,63745,1967050,237.2870413,280.497096,219.3868114,240.7936248,26.17432984,2118276,140988,11.14981712,,17.20276706,14.65099559,16.05272209,16.70095734,17.18182567,16.48793003,16.04518874,13.84748586,14.76240394,11.2761432,15.02451272,244.4911434
2007_INDIANA,INDIANA,2007,0.238,2007_INDIANA,1034588,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,57610,971319,245.144255,285.0072109,221.6730923,272.6925529,23.44342417,1045940,61346,6.39357577,,16.37646408,13.76134787,15.68235726,15.52624266,16.46805036,15.7357727,15.23829071,13.2264697,13.90985251,11.17494862,17.0498484,256.1292778
2007_IOWA,IOWA,2007,0.238,2007_IOWA,483122,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,59377,447296,242.8195893,285.2269031,224.8947954,259.7907207,14.72463768,483122,35653,1.173968733,,15.67661504,13.08889807,14.85284452,14.95513909,15.67746922,14.96808839,14.42119711,12.5194242,13.59456891,11.2051594,13.55066895,253.1830021
2007_KANSAS,KANSAS,2007,0.238,2007_KANSAS,468974,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,58878,430620,247.9236542,290.0325998,224.6583622,258.7049928,22.61469649,469506,35297,9.313112782,,15.64603676,12.96896498,15.08995519,14.61821117,15.60259689,14.98548141,14.37882059,12.41831403,13.17859369,11.19671996,13.3015837,255.3299023
2007_KENTUCKY,KENTUCKY,2007,0.238,2007_KENTUCKY,646360,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,47897,615972,235.0879202,278.7047499,222.4323142,251.3308107,42.55378151,683152,43371,26.80242692,,15.85785359,13.63976532,15.29794884,14.71816798,15.87772015,15.1872198,14.65891581,13.03878786,13.74891016,10.99030533,15.75135459,246.8889488
2007_LOUISIANA,LOUISIANA,2007,0.238,2007_LOUISIANA,662302,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,50156,627976,230.0431193,272.3862996,207.4068055,264.8863424,21.44440016,675851,45951,6.736319813,,15.98185547,14.23927352,15.09758993,15.09491672,15.92472789,15.26164612,14.79008736,13.01575721,13.54820035,11.0363906,14.70808035,243.6806417
2007_MAINE,MAINE,2007,0.238,2007_MAINE,193539,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,58146,182535,242.370604,286.4722531,225.5440458,262.8266171,12.18537859,193986,16826,0.656435288,,14.96044754,12.41002945,14.10771817,14.25866522,14.94574916,14.40719414,13.68762245,11.83216008,11.63607114,11.18420954,11.5289433,254.30338
2007_MARYLAND,MARYLAND,2007,0.238,2007_MARYLAND,851640,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,79678,786245,240.3282307,285.7342652,224.7812651,264.0959609,20.3971657,851640,58443,5.825018477,,16.48645454,13.61602997,15.57333672,15.87406481,16.47493314,15.82592753,15.2828778,13.28399446,14.18644045,11.49924597,14.57214722,253.7349305
