Key,Value
2001_NEVADA,340706
2000_NEVADA,325610
1999_NEVADA,311061
1998_NEVADA,296621
1997_NEVADA,282131
1996_NEVADA,265041
1995_NEVADA,250747
1994_NEVADA,235800
1993_NEVADA,222974
1992_NEVADA,211810
1991_NEVADA,201316
2018_NEW HAMPSHIRE,179433
2017_NEW HAMPSHIRE,180888
2016_NEW HAMPSHIRE,182425
2015_NEW HAMPSHIRE,184670
2014_NEW HAMPSHIRE,186310
2013_NEW HAMPSHIRE,188974
2012_NEW HAMPSHIRE,191900
2011_NEW HAMPSHIRE,194711
2010_NEW HAMPSHIRE,197140
2009_NEW HAMPSHIRE,197934
2008_NEW HAMPSHIRE,200772
2007_NEW HAMPSHIRE,203572
2006_NEW HAMPSHIRE,205767
2005_NEW HAMPSHIRE,206852
2004_NEW HAMPSHIRE,207417
2003_NEW HAMPSHIRE,207671
2002_NEW HAMPSHIRE,206847
2001_NEW HAMPSHIRE,208461
2000_NEW HAMPSHIRE,206783
1999_NEW HAMPSHIRE,204713
1998_NEW HAMPSHIRE,201629
1997_NEW HAMPSHIRE,198308
1996_NEW HAMPSHIRE,194171
1995_NEW HAMPSHIRE,189319
1994_NEW HAMPSHIRE,185360
1993_NEW HAMPSHIRE,181247
1992_NEW HAMPSHIRE,177138
1991_NEW HAMPSHIRE,172785
2018_NEW JERSEY,1408102
2017_NEW JERSEY,1410421
2016_NEW JERSEY,1408845
2015_NEW JERSEY,1400579
2014_NEW JERSEY,1370295
2013_NEW JERSEY,1372203
2012_NEW JERSEY,1356431
2011_NEW JERSEY,1402548
2010_NEW JERSEY,1396029
2009_NEW JERSEY,1381420
2008_NEW JERSEY,1382348
2007_NEW JERSEY,1388850
2006_NEW JERSEY,1395602
2005_NEW JERSEY,1393347
2004_NEW JERSEY,1380753
2003_NEW JERSEY,1367438
2002_NEW JERSEY,1341656
2001_NEW JERSEY,1313405
2000_NEW JERSEY,1289256
1999_NEW JERSEY,1268996
1998_NEW JERSEY,1250276
1997_NEW JERSEY,1227832
1996_NEW JERSEY,1197381
1995_NEW JERSEY,1174206
1994_NEW JERSEY,1151307
1993_NEW JERSEY,1130560
1992_NEW JERSEY,1109796
1991_NEW JERSEY,1089646
2018_NEW MEXICO,334345
2017_NEW MEXICO,336263
2016_NEW MEXICO,335694
2015_NEW MEXICO,340365
2014_NEW MEXICO,339244
2013_NEW MEXICO,338220
2012_NEW MEXICO,337225
2011_NEW MEXICO,338122
2010_NEW MEXICO,334419
2009_NEW MEXICO,330245
2008_NEW MEXICO,329040
2007_NEW MEXICO,328220
2006_NEW MEXICO,326758
2005_NEW MEXICO,326102
2004_NEW MEXICO,323066
2003_NEW MEXICO,320234
2002_NEW MEXICO,320260
2001_NEW MEXICO,320306
2000_NEW MEXICO,324495
1999_NEW MEXICO,328753
1998_NEW MEXICO,331673
1997_NEW MEXICO,332632
1996_NEW MEXICO,329640
1995_NEW MEXICO,327248
1994_NEW MEXICO,322292
1993_NEW MEXICO,315668
1992_NEW MEXICO,308667
1991_NEW MEXICO,301881
2018_NEW YORK,2724663
2017_NEW YORK,2729776
2016_NEW YORK,2711626
2015_NEW YORK,2741185
2014_NEW YORK,2732770
2013_NEW YORK,2710703
2012_NEW YORK,2704718
2011_NEW YORK,2734955
2010_NEW YORK,2766052
2009_NEW YORK,2740592
2008_NEW YORK,2765435
2007_NEW YORK,2809649
2006_NEW YORK,2815581
2005_NEW YORK,2836337
2004_NEW YORK,2864775
2003_NEW YORK,2888233
2002_NEW YORK,2872132
2001_NEW YORK,2882188
2000_NEW YORK,2887776
1999_NEW YORK,2877143
1998_NEW YORK,2861823
1997_NEW YORK,2843131
1996_NEW YORK,2813230
1995_NEW YORK,2766208
1994_NEW YORK,2733813
1993_NEW YORK,2689686
1992_NEW YORK,2643993
1991_NEW YORK,2598337
2018_NORTH CAROLINA,1553513
2017_NORTH CAROLINA,1550062
2016_NORTH CAROLINA,1544934
2015_NORTH CAROLINA,1548895
2014_NORTH CAROLINA,1530857
2013_NORTH CAROLINA,1518465
2012_NORTH CAROLINA,1507864
2011_NORTH CAROLINA,1490605
2010_NORTH CAROLINA,1483397
2009_NORTH CAROLINA,1488645
2008_NORTH CAROLINA,1489492
2007_NORTH CAROLINA,1444481
2006_NORTH CAROLINA,1416436
2005_NORTH CAROLINA,1385754
2004_NORTH CAROLINA,1360209
2003_NORTH CAROLINA,1335954
2002_NORTH CAROLINA,1315363
2001_NORTH CAROLINA,1293638
2000_NORTH CAROLINA,1275925
1999_NORTH CAROLINA,1254821
1998_NORTH CAROLINA,1236083
1997_NORTH CAROLINA,1210108
1996_NORTH CAROLINA,1183090
1995_NORTH CAROLINA,1156767
1994_NORTH CAROLINA,1133231
1993_NORTH CAROLINA,1114083
1992_NORTH CAROLINA,1097598
1991_NORTH CAROLINA,1086871
2018_NORTH DAKOTA,111920
2017_NORTH DAKOTA,109706
2016_NORTH DAKOTA,108644
2015_NORTH DAKOTA,106586
2014_NORTH DAKOTA,103947
2013_NORTH DAKOTA,101111
2012_NORTH DAKOTA,97646
2011_NORTH DAKOTA,96323
2010_NORTH DAKOTA,95073
2009_NORTH DAKOTA,94728
2008_NORTH DAKOTA,95059
2007_NORTH DAKOTA,96670
2006_NORTH DAKOTA,98283
2005_NORTH DAKOTA,100513
2004_NORTH DAKOTA,102233
2003_NORTH DAKOTA,104225
2002_NORTH DAKOTA,106047
2001_NORTH DAKOTA,109201
2000_NORTH DAKOTA,112751
1999_NORTH DAKOTA,114927
1998_NORTH DAKOTA,118572
1997_NORTH DAKOTA,120123
1996_NORTH DAKOTA,119100
1995_NORTH DAKOTA,119288
1994_NORTH DAKOTA,119127
1993_NORTH DAKOTA,118734
1992_NORTH DAKOTA,118376
1991_NORTH DAKOTA,117825
2018_OHIO,1704399
2017_OHIO,1710143
2016_OHIO,1716585
2015_OHIO,1724810
2014_OHIO,1724111
2013_OHIO,1729916
2012_OHIO,1740030
2011_OHIO,1754191
2010_OHIO,1764297
2009_OHIO,1817163
2008_OHIO,1827184
2007_OHIO,1836722
2006_OHIO,1839683
2005_OHIO,1840032
2004_OHIO,1845428
