Key,Value
2000_OREGON,37232
1999_OREGON,37530
1998_OREGON,38976
1997_OREGON,39829
1996_OREGON,39875
1995_OREGON,38930
1994_OREGON,37859
1993_OREGON,37519
1992_OREGON,37547
1991_OREGON,35715
2018_PENNSYLVANIA,121043
2017_PENNSYLVANIA,122763
2016_PENNSYLVANIA,120874
2015_PENNSYLVANIA,127398
2014_PENNSYLVANIA,129360
2013_PENNSYLVANIA,129624
2012_PENNSYLVANIA,128804
2011_PENNSYLVANIA,128120
2010_PENNSYLVANIA,128947
2009_PENNSYLVANIA,126197
2008_PENNSYLVANIA,122769
2007_PENNSYLVANIA,126821
2006_PENNSYLVANIA,127065
2005_PENNSYLVANIA,124435
2004_PENNSYLVANIA,118647
2003_PENNSYLVANIA,116332
2002_PENNSYLVANIA,118183
2001_PENNSYLVANIA,119318
2000_PENNSYLVANIA,122320
1999_PENNSYLVANIA,126155
1998_PENNSYLVANIA,129198
1997_PENNSYLVANIA,133608
1996_PENNSYLVANIA,134584
1995_PENNSYLVANIA,132132
1994_PENNSYLVANIA,131842
1993_PENNSYLVANIA,129233
1992_PENNSYLVANIA,130364
1991_PENNSYLVANIA,127628
2018_RHODE ISLAND,10006
2017_RHODE ISLAND,10059
2016_RHODE ISLAND,9897
2015_RHODE ISLAND,9885
2014_RHODE ISLAND,10490
2013_RHODE ISLAND,10786
2012_RHODE ISLAND,10164
2011_RHODE ISLAND,10057
2010_RHODE ISLAND,10254
2009_RHODE ISLAND,9905
2008_RHODE ISLAND,9840
2007_RHODE ISLAND,10231
2006_RHODE ISLAND,9580
2005_RHODE ISLAND,8824
2004_RHODE ISLAND,10702
2003_RHODE ISLAND,10689
2002_RHODE ISLAND,10704
2001_RHODE ISLAND,10521
2000_RHODE ISLAND,11078
1999_RHODE ISLAND,10907
1998_RHODE ISLAND,11397
1997_RHODE ISLAND,11366
1996_RHODE ISLAND,10947
1995_RHODE ISLAND,10701
1994_RHODE ISLAND,11348
1993_RHODE ISLAND,10883
1992_RHODE ISLAND,10680
1991_RHODE ISLAND,10559
2018_SOUTH CAROLINA,55598
2017_SOUTH CAROLINA,55424
2016_SOUTH CAROLINA,55389
2015_SOUTH CAROLINA,58282
2014_SOUTH CAROLINA,58226
2013_SOUTH CAROLINA,58641
2012_SOUTH CAROLINA,56065
2011_SOUTH CAROLINA,54624
2010_SOUTH CAROLINA,53615
2009_SOUTH CAROLINA,52468
2008_SOUTH CAROLINA,52314
2007_SOUTH CAROLINA,53154
2006_SOUTH CAROLINA,52805
2005_SOUTH CAROLINA,52327
2004_SOUTH CAROLINA,50985
2003_SOUTH CAROLINA,49318
2002_SOUTH CAROLINA,46055
2001_SOUTH CAROLINA,47277
2000_SOUTH CAROLINA,46274
1999_SOUTH CAROLINA,47160
1998_SOUTH CAROLINA,46748
1997_SOUTH CAROLINA,47374
1996_SOUTH CAROLINA,39964
1995_SOUTH CAROLINA,46859
1994_SOUTH CAROLINA,45490
1993_SOUTH CAROLINA,44501
1992_SOUTH CAROLINA,43587
1991_SOUTH CAROLINA,43087
2018_SOUTH DAKOTA,11720
2017_SOUTH DAKOTA,11643
2016_SOUTH DAKOTA,11552
2015_SOUTH DAKOTA,11768
2014_SOUTH DAKOTA,11898
2013_SOUTH DAKOTA,11901
2012_SOUTH DAKOTA,11375
2011_SOUTH DAKOTA,11049
2010_SOUTH DAKOTA,10560
2009_SOUTH DAKOTA,10315
2008_SOUTH DAKOTA,9688
2007_SOUTH DAKOTA,9614
2006_SOUTH DAKOTA,9470
2005_SOUTH DAKOTA,9257
2004_SOUTH DAKOTA,9201
2003_SOUTH DAKOTA,11121
2002_SOUTH DAKOTA,9075
2001_SOUTH DAKOTA,8989
2000_SOUTH DAKOTA,9171
1999_SOUTH DAKOTA,9495
1998_SOUTH DAKOTA,10465
1997_SOUTH DAKOTA,10284
1996_SOUTH DAKOTA,10609
1995_SOUTH DAKOTA,10618
1994_SOUTH DAKOTA,10574
1993_SOUTH DAKOTA,10266
1992_SOUTH DAKOTA,10451
1991_SOUTH DAKOTA,10681
2018_TENNESSEE,75482
2017_TENNESSEE,74667
2016_TENNESSEE,74240
2015_TENNESSEE,74960
2014_TENNESSEE,78601
2013_TENNESSEE,81186
2012_TENNESSEE,79803
2011_TENNESSEE,76642
2010_TENNESSEE,76745
2009_TENNESSEE,76156
2008_TENNESSEE,75289
2007_TENNESSEE,77494
2006_TENNESSEE,76449
2005_TENNESSEE,74740
2004_TENNESSEE,73202
2003_TENNESSEE,70151
2002_TENNESSEE,69429
2001_TENNESSEE,70351
2000_TENNESSEE,70814
1999_TENNESSEE,71870
1998_TENNESSEE,74912
1997_TENNESSEE,74529
1996_TENNESSEE,73962
1995_TENNESSEE,71413
1994_TENNESSEE,68462
1993_TENNESSEE,64463
1992_TENNESSEE,64183
1991_TENNESSEE,63739
2018_TEXAS,371638
2017_TEXAS,372019
2016_TEXAS,376824
2015_TEXAS,390552
2014_TEXAS,391731
2013_TEXAS,390636
2012_TEXAS,379446
2011_TEXAS,374195
2010_TEXAS,369433
2009_TEXAS,362318
2008_TEXAS,356706
2007_TEXAS,352980
2006_TEXAS,350124
2005_TEXAS,333934
2004_TEXAS,323502
2003_TEXAS,315290
2002_TEXAS,302859
2001_TEXAS,294217
2000_TEXAS,290806
1999_TEXAS,290432
1998_TEXAS,289683
1997_TEXAS,285002
1996_TEXAS,281708
1995_TEXAS,272065
1994_TEXAS,268646
1993_TEXAS,262483
1992_TEXAS,258597
1991_TEXAS,257586
2018_UTAH,47591
2017_UTAH,48264
2016_UTAH,48293
2015_UTAH,48841
2014_UTAH,50386
2013_UTAH,50378
2012_UTAH,48953
2011_UTAH,48043
2010_UTAH,47684
2009_UTAH,47046
2008_UTAH,47591
2007_UTAH,43518
2006_UTAH,42307
2005_UTAH,41088
2004_UTAH,39348
2003_UTAH,37872
2002_UTAH,36521
2001_UTAH,36039
2000_UTAH,34963
1999_UTAH,34529
1998_UTAH,35310
1997_UTAH,34882
1996_UTAH,34645
1995_UTAH,33750
1994_UTAH,33623
1993_UTAH,32652
1992_UTAH,33193
1991_UTAH,33166
2018_VERMONT,5789
2017_VERMONT,5822
2016_VERMONT,5863
2015_VERMONT,5768
2014_VERMONT,6215
2013_VERMONT,6273
2012_VERMONT,6062
2011_VERMONT,6259
2010_VERMONT,6216
2009_VERMONT,6192
2008_VERMONT,6161
2007_VERMONT,6198
2006_VERMONT,6069
2005_VERMONT,6249
2004_VERMONT,6078
2003_VERMONT,6342
2002_VERMONT,6289
2001_VERMONT,6511
2000_VERMONT,6893
1999_VERMONT,6976
1998_VERMONT,7281
1997_VERMONT,7530
1996_VERMONT,7953
1995_VERMONT,8040
1994_VERMONT,7766
1993_VERMONT,7978
1992_VERMONT,8033
1991_VERMONT,8087
2018_VIRGINIA,91002
2017_VIRGINIA,90800
2016_VIRGINIA,90942
2015_VIRGINIA,93758
2014_VIRGINIA,96058
2013_VIRGINIA,96935
2012_VIRGINIA,95574
2011_VIRGINIA,92899
2010_VIRGINIA,92281
2009_VIRGINIA,89931
2008_VIRGINIA,89656
2007_VIRGINIA,89644
2006_VIRGINIA,89427
2005_VIRGINIA,87223
2004_VIRGINIA,86374
2003_VIRGINIA,83270
2002_VIRGINIA,82489
2001_VIRGINIA,82585
2000_VIRGINIA,83938
1999_VIRGINIA,84154
1998_VIRGINIA,85729
1997_VIRGINIA,86542
1996_VIRGINIA,87618
1995_VIRGINIA,85160
1994_VIRGINIA,81787
1993_VIRGINIA,82456
1992_VIRGINIA,84565
1991_VIRGINIA,84583
2018_WASHINGTON,80917
2017_WASHINGTON,81102
2016_WASHINGTON,79692
2015_WASHINGTON,81212
2014_WASHINGTON,81559
2013_WASHINGTON,80789
2012_WASHINGTON,78014
2011_WASHINGTON,75933
2010_WASHINGTON,74547
2009_WASHINGTON,73831
2008_WASHINGTON,72165
2007_WASHINGTON,72608
2006_WASHINGTON,72644
2005_WASHINGTON,71219
2004_WASHINGTON,70663
2003_WASHINGTON,69467
2002_WASHINGTON,68280
2001_WASHINGTON,68531
2000_WASHINGTON,68699
1999_WASHINGTON,71323
1998_WASHINGTON,72922
1997_WASHINGTON,73577
1996_WASHINGTON,73581
1995_WASHINGTON,71637
1994_WASHINGTON,68908
1993_WASHINGTON,68562
1992_WASHINGTON,68532
1991_WASHINGTON,67654
2018_WEST VIRGINIA,19521
2017_WEST VIRGINIA,19869
2016_WEST VIRGINIA,20163
2015_WEST VIRGINIA,20860
2014_WEST VIRGINIA,21541
2013_WEST VIRGINIA,21785
2012_WEST VIRGINIA,21172
2011_WEST VIRGINIA,21256
2010_WEST VIRGINIA,21454
2009_WEST VIRGINIA,20919
2008_WEST VIRGINIA,21300
2007_WEST VIRGINIA,24308
2006_WEST VIRGINIA,21428
2005_WEST VIRGINIA,20942
2004_WEST VIRGINIA,20946
2003_WEST VIRGINIA,20437
2002_WEST VIRGINIA,20247
2001_WEST VIRGINIA,20937
2000_WEST VIRGINIA,21216
1999_WEST VIRGINIA,21821
1998_WEST VIRGINIA,22282
1997_WEST VIRGINIA,22485
1996_WEST VIRGINIA,22577
1995_WEST VIRGINIA,22377
1994_WEST VIRGINIA,20077
1993_WEST VIRGINIA,22081
1992_WEST VIRGINIA,22192
1991_WEST VIRGINIA,22241
2018_WISCONSIN,56832
2017_WISCONSIN,57332
2016_WISCONSIN,58078
2015_WISCONSIN,60424
2014_WISCONSIN,61522
2013_WISCONSIN,62422
2012_WISCONSIN,60875
2011_WISCONSIN,60721
2010_WISCONSIN,61094
2009_WISCONSIN,60384
2008_WISCONSIN,59590
2007_WISCONSIN,60408
2006_WISCONSIN,60382
2005_WISCONSIN,58724
2004_WISCONSIN,59372
2003_WISCONSIN,57670
2002_WISCONSIN,57469
2001_WISCONSIN,56507
2000_WISCONSIN,58524
1999_WISCONSIN,59611
1998_WISCONSIN,60932
1997_WISCONSIN,62455
1996_WISCONSIN,62859
1995_WISCONSIN,61898
1994_WISCONSIN,61136
1993_WISCONSIN,61568
1992_WISCONSIN,63479
1991_WISCONSIN,63539
2018_WYOMING,7469
2017_WYOMING,7584
2016_WYOMING,7841
2015_WYOMING,7997
2014_WYOMING,8141
2013_WYOMING,8131
2012_WYOMING,7873
2011_WYOMING,7611
2010_WYOMING,7406
2009_WYOMING,7215
2008_WYOMING,6891
2007_WYOMING,6575
2006_WYOMING,6381
2005_WYOMING,6264
2004_WYOMING,6224
2003_WYOMING,6153
2002_WYOMING,6002
2001_WYOMING,5988
2000_WYOMING,6133
1999_WYOMING,6383
1998_WYOMING,6496
1997_WYOMING,6782
1996_WYOMING,7135
1995_WYOMING,6929
1994_WYOMING,7190
1993_WYOMING,7184
1992_WYOMING,7606
1991_WYOMING,7812
