PRIMARY_KEY,STATE,YEAR,ALTERNATIVE_KEY,ENROLL,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENTS,KINDERGARTEN_TEACHERS,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,ALL_STUDENT_TEACHER_RATIO,KINDERGARTEN_ALL_RATIO_DIFF,MEDIAN_INCOME,
2007_ARKANSAS,ARKANSAS,2007,2007_ARKANSAS,,,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,12795,38192,35710,35944,30708,288518,138921,440234,237.6706874,273.8998622,217.0278177,265.8126157,38058,3107,12.2491149,476409,35089,13.57716093,1.328046032,49527,35089
2007_CALIFORNIA,CALIFORNIA,2007,2007_CALIFORNIA,,,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,68002,454743,467305,490054,468281,3801685,2011865,5881552,230.0340912,270.381784,208.522186,268.1594281,454605,21067,21.57900983,6406750,307366,20.84404261,-0.734967219,67664,307366
2007_COLORADO,COLORADO,2007,2007_COLORADO,,,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,25649,61576,59449,58396,55334,478501,236141,740291,240.2058902,286.1927562,223.7326529,251.9368814,60922,3104,19.62693299,794026,46973,16.90388095,-2.723052037,74228,46973
2007_CONNECTICUT,CONNECTICUT,2007,2007_CONNECTICUT,,,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,14180,39889,42488,43670,40927,339965,176592,530737,242.7556468,282.4727901,227.2036492,258.7984559,40834,1720,23.74069767,575100,39115,14.70279944,-9.037898237,77870,39115
2007_DELAWARE,DELAWARE,2007,2007_DELAWARE,,,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,583,8817,9085,10176,7681,75619,37555,113757,241.7948949,282.9920827,225.0705423,254.8287924,8604,293,29.36518771,122254,8038,15.20950485,-14.15568286,66274,8038
2007_FLORIDA,FLORIDA,2007,2007_FLORIDA,,,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,46917,197467,195859,193970,169832,1611475,810952,2469344,242.02025,277.3834973,223.5349268,251.2877915,202063,9558,21.14071982,2671513,162851,16.40464596,-4.736073851,55596,162851
2007_GEORGIA,GEORGIA,2007,2007_GEORGIA,,,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,39908,129791,125404,124544,95443,1008878,471012,1519798,235.2090171,274.7786646,218.8881713,266.4078816,130453,7772,16.78499743,1629157,113597,14.34154951,-2.443447914,59053,113597
2007_HAWAII,HAWAII,2007,2007_HAWAII,,,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,1531,15042,13652,13420,11234,108882,54246,164659,234.286135,268.7720134,213.496555,267.0556914,13953,613,22.76182708,180728,11271,16.03477952,-6.727047557,77726,11271
2007_IDAHO,IDAHO,2007,2007_IDAHO,,,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,2880,21295,20658,20557,18598,166996,80948,250824,240.9028435,283.5075958,223.4040653,264.5448307,20922,562,37.22775801,267380,14770,18.10291131,-19.1248467,59712,14770
2007_ILLINOIS,ILLINOIS,2007,2007_ILLINOIS,,,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,77843,145755,152895,161310,144342,1249311,639896,1967050,237.2870413,280.497096,219.3868114,240.7936248,147440,5633,26.17432984,2118276,140988,15.02451272,-11.14981712,63745,140988
2007_INDIANA,INDIANA,2007,2007_INDIANA,,,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,10755,75445,78204,80850,71755,643350,317214,971319,245.144255,285.0072109,221.6730923,272.6925529,79145,3376,23.44342417,1045940,61346,17.0498484,-6.39357577,57610,61346
2007_IOWA,IOWA,2007,2007_IOWA,,,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,12487,37819,34590,36040,39114,279198,155611,447296,242.8195893,285.2269031,224.8947954,259.7907207,37592,2553,14.72463768,483122,35653,13.55066895,-1.173968733,59377,35653
2007_KANSAS,KANSAS,2007,2007_KANSAS,,,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,13477,35471,34383,34572,33149,276250,140893,430620,247.9236542,290.0325998,224.6583622,258.7049928,35392,1565,22.61469649,469506,35297,13.3015837,-9.313112782,58878,35297
2007_KENTUCKY,KENTUCKY,2007,2007_KENTUCKY,,,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,17985,49986,49250,49723,41958,401215,196772,615972,235.0879202,278.7047499,222.4323142,251.3308107,50639,1190,42.55378151,683152,43371,15.75135459,-26.80242692,47897,43371
2007_LOUISIANA,LOUISIANA,2007,2007_LOUISIANA,,,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,26631,53062,56201,51355,37806,419856,181489,627976,230.0431193,272.3862996,207.4068055,264.8863424,53804,2509,21.44440016,675851,45951,14.70808035,-6.736319813,50156,45951
2007_MAINE,MAINE,2007,2007_MAINE,,,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,2635,13710,14238,15334,16322,114397,65503,182535,242.370604,286.4722531,225.5440458,262.8266171,14001,1149,12.18537859,193986,16826,11.5289433,-0.656435288,58146,16826
2007_MARYLAND,MARYLAND,2007,2007_MARYLAND,,,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,27179,59455,60281,65088,61767,489845,269221,786245,240.3282307,285.7342652,224.7812651,264.0959609,56133,2752,20.3971657,851640,58443,14.57214722,-5.825018477,79678,58443
2007_MASSACHUSETTS,MASSACHUSETTS,2007,2007_MASSACHUSETTS,,,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,25853,67900,71443,73318,68757,572523,296032,894408,252.4303198,297.9233445,235.7534621,267.4507196,68585,2827,24.26070039,968661,73157,13.24085187,-11.01984852,70977,73157
2007_MICHIGAN,MICHIGAN,2007,2007_MICHIGAN,,,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,27207,125592,118931,126608,126380,970882,549291,1547380,237.6055535,276.8305171,220.1184528,267.4137909,129676,4114,31.52066116,1722656,98037,17.57148832,-13.94917284,59938,98037
2007_MINNESOTA,MINNESOTA,2007,2007_MINNESOTA,,,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,12795,60140,59431,63189,74749,485245,279398,777438,246.9977624,291.8511165,224.9170043,261.965951,60712,2579,23.54090733,840565,51880,16.202101,-7.338806326,70485,51880
2007_MISSISSIPPI,MISSISSIPPI,2007,2007_MISSISSIPPI,,,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,2805,38662,37274,37948,27688,306944,137033,446782,227.6123771,264.8909187,207.8095188,253.2382943,39617,1942,20.40010299,495026,32351,15.30172174,-5.098381247,45259,32351
2007_MISSOURI,MISSOURI,2007,2007_MISSOURI,,,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,22691,67314,67996,68636,65443,541741,285442,849874,239.4111029,280.6195383,220.7768279,269.9201538,67873,3556,19.08689539,920353,67521,13.63061862,-5.456276766,55852,67521
2007_MONTANA,MONTANA,2007,2007_MONTANA,,,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,539,10601,10503,11180,11057,85165,46448,132152,243.6188113,287.075529,226.6665326,265.2401215,10409,698,14.91260745,144418,10398,13.88901712,-1.023590331,52999,10398
2007_NEBRASKA,NEBRASKA,2007,2007_NEBRASKA,,,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,10091,22588,20519,21047,22400,167416,91149,268656,238.0408086,283.6505986,222.9025543,273.2840488,22080,1366,16.16398243,287580,21459,13.40137005,-2.762612376,59700,21459
2007_NEVADA,NEVADA,2007,2007_NEVADA,,,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,2834,31682,33760,34121,21828,271876,121752,396462,231.7816005,270.8040244,210.8190091,260.3177061,31746,921,34.46905537,424766,22908,18.54225598,-15.92679939,65629,22908
2007_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2007,2007_NEW HAMPSHIRE,,,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,2614,10489,15026,16218,15959,121256,66413,190283,248.5715266,287.557061,229.0171734,268.1974428,10375,422,24.58530806,203572,15515,13.1209797,-11.46432836,82041,15515
2007_NEW_JERSEY,NEW_JERSEY,2007,2007_NEW JERSEY,,,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,28540,91115,98195,100884,97078,794703,411332,1234575,248.6215224,288.5834514,230.646972,250.0635701,93043,3619,25.70958828,1388850,112301,12.36720955,-13.34237873,73460,112301
2007_NEW_MEXICO,NEW_MEXICO,2007,2007_NEW MEXICO,,,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,5378,25796,24452,25063,19594,198544,99322,303244,228.0643128,267.5380787,211.6318846,263.442316,25668,1585,16.19432177,328220,22016,14.90824855,-1.28607322,53850,22016
2007_NEW_YORK,NEW_YORK,2007,2007_NEW YORK,,,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,48561,184672,191647,205135,185680,1571259,852342,2472162,242.5430182,280.1411772,223.7520273,270.93785,186373,12230,15.23900245,2809649,218879,12.83653982,-2.40246263,59421,218879
2007_NORTH_CAROLINA,NORTH_CAROLINA,2007,2007_NORTH CAROLINA,,,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,16927,120998,115076,114543,85893,934399,417168,1368494,241.617994,283.8806688,217.9340426,267.0308506,118443,6548,18.08842395,1444481,112304,12.86223999,-5.226183955,52827,112304
2007_NORTH_DAKOTA,NORTH_DAKOTA,2007,2007_NORTH DAKOTA,,,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,909,6730,6935,7472,7662,55853,31567,88329,245.4158542,291.5616119,226.3254811,252.3484739,6650,336,19.79166667,96670,8007,12.07318596,-7.718480704,57309,8007
2007_OHIO,OHIO,2007,2007_OHIO,,,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,32815,130889,132634,139939,134417,1077618,585862,1696295,244.5327317,284.8516395,225.6669878,269.7345886,133990,5644,23.74025514,1836722,110459,16.62808825,-7.112166888,59609,110459
2007_OKLAHOMA,OKLAHOMA,2007,2007_OKLAHOMA,,,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,35270,49306,46787,45831,39321,375505,178400,589175,236.8021942,274.5349894,216.955654,270.1415503,49362,2075,23.78891566,639391,42206,15.14929157,-8.639624093,52466,42206
2007_OREGON,OREGON,2007,2007_OREGON,,,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,1310,39820,42750,43018,45559,341853,181719,524882,236.0396573,283.8262772,215.0173234,250.7531745,39572,1787,22.14437605,562574,29940,18.79004676,-3.354329289,60989,29940
2007_PENNSYLVANIA,PENNSYLVANIA,2007,2007_PENNSYLVANIA,,,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,12490,122769,129837,143406,139930,1069191,595727,1677408,244.0012735,286.1668633,226.3536582,263.5457165,126821,4783,26.51494878,1871060,123114,15.19778417,-11.31716461,58805,123114
2007_RHODE_ISLAND,RHODE_ISLAND,2007,2007_RHODE ISLAND,,,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,1770,9840,11028,12098,10848,87549,48470,137789,235.8779358,275.3869905,218.7614449,259.1367031,10231,386,26.50518135,151612,11381,13.32150075,-13.1836806,65814,11381
2007_SOUTH_CAROLINA,SOUTH_CAROLINA,2007,2007_SOUTH CAROLINA,,,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,22812,52314,52715,54067,39459,429440,207751,660003,237.1074115,281.5036015,213.8365272,268.0176705,53154,2347,22.64763528,708021,49284,14.36614317,-8.281492109,53677,49284
2007_SOUTH_DAKOTA,SOUTH_DAKOTA,2007,2007_SOUTH DAKOTA,,,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,1335,9688,8935,9248,8901,72401,38182,111918,241.2134286,288.4639253,223.3985267,267.9789794,9614,435,22.10114943,121158,9070,13.35810364,-8.743045787,56354,9070
2007_TENNESSEE,TENNESSEE,2007,2007_TENNESSEE,,,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,14937,75289,72454,70745,62040,579042,282508,876487,232.7537101,273.9787866,215.7492686,259.5472252,77494,4134,18.74552492,978368,62176,15.73546063,-3.010064287,50013,62176
2007_TEXAS,TEXAS,2007,2007_TEXAS,,,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,217751,356706,346491,332671,273867,2800227,1300148,4318126,242.3397599,285.8707084,219.6043131,265.7102102,352980,19141,18.44104279,4599509,311649,14.75861947,-3.682423315,55911,311649
2007_UTAH,UTAH,2007,2007_UTAH,,,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,9487,47591,44748,41114,40375,353180,165986,528653,239.4049889,281.0874737,221.2614281,267.6656302,43518,1058,41.13232514,523386,23640,22.13984772,-18.99247743,64987,23640
2007_VERMONT,VERMONT,2007,2007_VERMONT,,,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,4556,6161,6490,7039,7714,52379,30942,87877,246.357405,291.0107738,228.2485382,258.3211177,6198,372,16.66129032,95399,8859,10.76859691,-5.892693415,57534,8859
2007_VIRGINIA,VIRGINIA,2007,2007_VIRGINIA,,,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,28684,89656,90397,93896,85413,732104,380413,1141201,243.5211298,287.625905,227.1367249,257.4212028,89644,4081,21.96618476,1220440,79688,15.31522939,-6.650955364,71824,79688
2007_WASHINGTON,WASHINGTON,2007,2007_WASHINGTON,,,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,10012,72165,76673,78219,78429,615230,332840,958082,242.542232,284.8628043,223.9993368,269.5967634,72608,2291,31.69271061,1026774,53743,19.10526022,-12.58745039,70512,53743
2007_WEST_VIRGINIA,WEST_VIRGINIA,2007,2007_WEST VIRGINIA,,,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,12247,21300,20217,21330,18625,164998,83990,261235,236.3378058,270.0840936,215.1305555,259.1619549,24308,1067,22.78163074,281939,19633,14.36046452,-8.421166216,51101,19633
2007_WISCONSIN,WISCONSIN,2007,2007_WISCONSIN,,,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,37773,59590,59995,64135,72380,487849,289421,815043,244.1812142,285.6179425,223.3180098,260.8129192,60408,3292,18.34993925,876700,59089,14.83694089,-3.512998361,62253,59089
2007_WYOMING,WYOMING,2007,2007_WYOMING,,,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,413,6891,6493,6711,6246,51939,27179,79531,243.8669151,286.9877715,225.2894833,262.2280247,6575,352,18.67897727,85193,6737,12.64553956,-6.033437715,59178,6737
2008_ALABAMA,ALABAMA,2008,2008_ALABAMA,,,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746,816799,6470,56205,58593,57809,46763,465403,217590,689463,,,,,55972,5204,10.75557264,742919,50420,14.73460928,3.979036646,51999,50420
2008_ALASKA,ALASKA,2008,2008_ALASKA,,,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,1905,9744,9756,9673,9787,77614,41399,120918,,,,,9625,418,23.02631579,131029,7613,17.21121765,-5.815098135,74812,7613
2008_ARIZONA,ARIZONA,2008,2008_ARIZONA,,,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634,1571620,16748,87229,83793,81576,76735,667539,316048,1000335,,,,,86742,3149,27.54588758,1087447,54032,20.1259809,-7.419906683,54849,54032
2008_ARKANSAS,ARKANSAS,2008,2008_ARKANSAS,,,4608356,488378,3487063,632915,4720720,2388502,1462092,248189,463449,13254,37997,36345,35387,30256,289953,137196,440403,,,,,38192,2900,13.16965517,479016,33882,14.13777227,0.968117096,46282,33882
2008_CALIFORNIA,CALIFORNIA,2008,2008_CALIFORNIA,,,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956,9388155,70497,461063,463904,486390,476156,3770281,2013687,5854465,,,,,454743,20951,21.70507374,6343471,305371,20.77299744,-0.932076308,66658,305371
2008_COLORADO,COLORADO,2008,2008_COLORADO,,,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078,1157579,28280,63985,61058,58733,55936,488039,238139,754458,,,,,61576,3197,19.26055677,801867,47761,16.78915852,-2.471398254,71251,47761
2008_CONNECTICUT,CONNECTICUT,2008,2008_CONNECTICUT,,,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708,826090,14952,40684,41792,43027,40743,336582,174980,526514,,,,,39889,1662,24.00060168,570626,39304,14.51826786,-9.482333824,75623,39304
2008_DELAWARE,DELAWARE,2008,2008_DELAWARE,,,1694998,104304,1037624,553070,1746925,852701,494996,72590,241390,738,9458,9521,9908,8120,76615,38619,115972,,,,,8817,314,28.07961783,122574,8198,14.95169554,-13.1279223,59278,8198
2008_FLORIDA,FLORIDA,2008,2008_FLORIDA,,,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863,5980134,48233,193428,198129,200736,167705,1607634,781725,2437592,,,,,197467,10075,19.59970223,2666811,190615,13.99056213,-5.609140105,52444,190615
2008_GEORGIA,GEORGIA,2008,2008_GEORGIA,,,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562,2703375,40726,129336,127285,123857,96131,1015622,470108,1526456,,,,,129791,7837,16.56131173,1649589,116857,14.11630454,-2.445007183,54046,116857
2008_HAWAII,HAWAII,2008,2008_HAWAII,,,2541703,310732,2154313,76658,2242408,1281836,742938,123179,94455,1607,15475,13739,12665,11326,108733,53481,163821,,,,,15042,658,22.86018237,179897,11397,15.78459244,-7.075589934,71927,11397
2008_IDAHO,IDAHO,2008,2008_IDAHO,,,2151476,205035,1409151,537290,2001328,1124302,627415,94898,93431,2797,21516,21450,20623,18826,169241,81497,253535,,,,,21295,649,32.81201849,272119,15013,18.12555785,-14.68646064,55441,15013
2008_ILLINOIS,ILLINOIS,2008,2008_ILLINOIS,,,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452,2559210,92782,146969,152951,159272,147796,1239444,640512,1972738,,,,,145755,5327,27.36155435,2112805,136445,15.48466415,-11.8768902,62262,136445
2008_INDIANA,INDIANA,2008,2008_INDIANA,,,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943,941950,11487,76308,78842,80874,72989,642226,316126,969839,,,,,75445,3697,20.40708683,1046764,62334,16.79282575,-3.614261082,54389,62334
2008_IOWA,IOWA,2008,2008_IOWA,,,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771,672361,17022,38522,35031,35324,38050,280022,151993,449037,,,,,37819,2584,14.63583591,485115,36089,13.4421846,-1.193651314,58623,36089
2008_KANSAS,KANSAS,2008,2008_KANSAS,,,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301,428160,14271,36267,34965,34366,32267,278255,139086,431612,,,,,35471,1655,21.4326284,468295,35359,13.24401143,-8.188616973,55975,35359
2008_KENTUCKY,KENTUCKY,2008,2008_KENTUCKY,,,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041,760566,18660,50643,49875,49668,43326,402718,197748,619126,,,,,49986,1183,42.25359256,666225,43536,15.30285281,-26.95073975,48108,43536
2008_LOUISIANA,LOUISIANA,2008,2008_LOUISIANA,,,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140,787702,28564,52660,57165,51910,38234,422989,180660,632213,,,,,53062,2412,21.99917081,681038,48610,14.01024481,-7.988926007,46255,48610
2008_MAINE,MAINE,2008,2008_MAINE,,,2594335,194914,1122001,1277420,2582293,1359995,843451,135557,113571,2893,13475,13860,14886,15423,112956,63611,179460,,,,,13710,826,16.59806295,196245,16558,11.85197488,-4.746088078,55216,16558
2008_MARYLAND,MARYLAND,2008,2008_MARYLAND,,,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507,1358068,26821,60530,59512,63639,60916,489122,267388,783331,,,,,59455,2848,20.87605337,845700,59320,14.25657451,-6.61947886,74487,59320
2008_MASSACHUSETTS,MASSACHUSETTS,2008,2008_MASSACHUSETTS,,,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653,655884,26796,68540,70666,73170,68329,570479,292372,889647,,,,,67900,3020,22.48344371,962958,70719,13.6166801,-8.866763608,70523,70719
2008_MICHIGAN,MICHIGAN,2008,2008_MICHIGAN,,,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352,1375044,29772,124451,117432,123823,126352,952522,535452,1517746,,,,,125592,4003,31.37446915,1692739,96204,17.59530789,-13.77916126,58209,96204
2008_MINNESOTA,MINNESOTA,2008,2008_MINNESOTA,,,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142,1136550,13522,61982,59822,62080,74202,484680,275864,774066,,,,,60140,2621,22.94544067,837578,52975,15.81081642,-7.134624249,64215,52975
2008_MISSISSIPPI,MISSISSIPPI,2008,2008_MISSISSIPPI,,,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883,377201,3106,38511,38159,37889,28288,305584,136917,445607,,,,,38662,1984,19.48689516,494122,33560,14.72353993,-4.763355233,42611,33560
2008_MISSOURI,MISSOURI,2008,2008_MISSOURI,,,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600,1070552,25435,67690,67620,68030,66266,542286,282460,850181,,,,,67314,3609,18.65170407,917188,68430,13.40330265,-5.248401428,53825,68430
2008_MONTANA,MONTANA,2008,2008_MONTANA,,,1562815,185898,766328,610589,1557678,831718,491537,62756,141860,963,10802,10558,10890,10670,85104,45030,131097,,,,,10601,671,15.79880775,142823,10519,13.57762145,-2.221186303,50156,10519
2008_NEBRASKA,NEBRASKA,2008,2008_NEBRASKA,,,3383157,321975,1091160,1970022,3325663,1784350,869629,135025,444442,11046,22790,20939,20958,22246,169076,89678,269800,,,,,22588,1326,17.0346908,291244,21930,13.28062016,-3.754070644,59308,21930
2008_NEVADA,NEVADA,2008,2008_NEVADA,,,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730,1058467,3393,32188,34099,34394,23330,272468,125034,400895,,,,,31682,958,33.07098121,429362,23423,18.33078598,-14.74019523,64004,23423
2008_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2008,2008_NEW HAMPSHIRE,,,2715463,136012,1008333,1571118,2715961,1495009,783298,74069,163893,2834,10968,14613,15783,15419,119193,64939,186966,,,,,10489,430,24.39302326,200772,15484,12.96641695,-11.42660631,77369,15484
2008_NEW_JERSEY,NEW_JERSEY,2008,2008_NEW JERSEY,,,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413,1625458,30746,93504,99242,100894,97515,795554,409500,1235800,,,,,91115,3481,26.17494973,1382348,111500,12.39773991,-13.77720982,76352,111500
2008_NEW_MEXICO,NEW_MEXICO,2008,2008_NEW MEXICO,,,3569311,467492,2542639,559180,3599724,1732652,1129277,125528,569550,6365,25680,25119,24366,19940,199370,98830,304565,,,,,25796,1300,19.84307692,329040,22300,14.75515695,-5.087919972,49223,22300
2008_NEW_YORK,NEW_YORK,2008,2008_NEW YORK,,,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,50758,187194,190067,201895,185896,1552130,839837,2442725,,,,,184672,12847,14.37471783,2765435,211854,13.05349439,-1.321223445,58996,211854
2008_NORTH_CAROLINA,NORTH_CAROLINA,2008,2008_NORTH CAROLINA,,,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663,1728313,24678,117282,114909,111050,88724,916966,429719,1371363,,,,,120998,6408,18.88233458,1489492,106562,13.97770312,-4.904631461,50191,106562
2008_NORTH_DAKOTA,NORTH_DAKOTA,2008,2008_NORTH DAKOTA,,,1104803,145770,383307,575726,1085970,552250,300054,73451,88292,1262,7217,6812,7364,7608,55476,30773,87511,,,,,6730,388,17.34536082,95059,8068,11.78222608,-5.563134746,58026,8068
2008_OHIO,OHIO,2008,2008_OHIO,,,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835,2568654,37873,130405,132680,137479,134522,1071216,577669,1686758,,,,,130889,5768,22.69226768,1827184,109766,16.64617459,-6.046093094,54873,109766
2008_OKLAHOMA,OKLAHOMA,2008,2008_OKLAHOMA,,,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187,459000,37726,50497,47245,45149,38798,378557,176679,592962,,,,,49306,2186,22.55535224,642065,46709,13.74606607,-8.809286173,53910,46709
2008_OREGON,OREGON,2008,2008_OREGON,,,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339,621540,11855,40556,43272,43339,46120,343010,179972,534837,,,,,39820,1881,21.16959064,565586,30013,18.84470063,-2.324890014,60476,30013
2008_PENNSYLVANIA,PENNSYLVANIA,2008,2008_PENNSYLVANIA,,,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105,2537699,13686,126197,130592,139173,136937,1053231,579521,1646438,,,,,122769,5005,24.52927073,1801971,135234,13.32483695,-11.20443378,60096,135234
2008_RHODE_ISLAND,RHODE_ISLAND,2008,2008_RHODE ISLAND,,,2173888,164966,836509,1172413,2175172,1229747,765970,88156,28023,1985,9905,9752,11422,10709,86093,47359,135437,,,,,9840,396,24.84848485,147629,11271,13.09812794,-11.75035691,62246,11271
2008_SOUTH_CAROLINA,SOUTH_CAROLINA,2008,2008_SOUTH CAROLINA,,,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371,1179283,23376,52468,53996,53446,43189,431758,210511,665645,,,,,52314,2241,23.34404284,712317,47368,15.037937,-8.306105834,49285,47368
2008_SOUTH_DAKOTA,SOUTH_DAKOTA,2008,2008_SOUTH DAKOTA,,,1190917,180925,394721,615271,1172715,609848,351235,61081,114678,2626,10315,9234,9446,8831,74536,38952,116114,,,,,9688,447,21.67337808,121606,9416,12.91482583,-8.758552248,60328,9416
2008_TENNESSEE,TENNESSEE,2008,2008_TENNESSEE,,,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628,735501,16864,76156,75091,72255,65306,591529,287401,895794,,,,,75289,4045,18.61285538,964259,64659,14.91298968,-3.699865693,46417,64659
2008_TEXAS,TEXAS,2008,2008_TEXAS,,,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832,8133118,224759,362318,355578,343548,280308,2859434,1305637,4389830,,,,,356706,19536,18.25890663,4674832,321929,14.52131371,-3.737592928,54353,321929
2008_UTAH,UTAH,2008,2008_UTAH,,,4198001,380907,2363716,1453378,4337917,2068264,948423,289783,929772,9480,47046,44546,40261,37818,347943,155309,512732,,,,,47591,1182,40.26311337,576244,24336,23.67866535,-16.58444802,73115,24336
2008_VERMONT,VERMONT,2008,2008_VERMONT,,,1888635,94504,1290067,504064,1888133,831132,463215,44089,83821,4698,6192,6471,7004,7520,52104,30631,87433,,,,,6161,355,17.35492958,94038,8749,10.74842839,-6.606501186,59283,8749
2008_VIRGINIA,VIRGINIA,2008,2008_VIRGINIA,,,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,1701,5423,4666,3863,2535,36807,12837,51345,,,,,89656,4187,21.41294483,1230857,71861,17.12830325,-4.284641577,72469,71861
2008_VIRGINIA,VIRGINIA,2008,2008_VIRGINIA,,,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,2570,3459,2548,1485,484,19226,2758,24554,,,,,89656,4187,21.41294483,1230857,71861,17.12830325,-4.284641577,72469,71861
