PRIMARY_KEY,STATE,YEAR,ALTERNATIVE_KEY,ENROLL,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENTS,KINDERGARTEN_TEACHERS,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,ALL_STUDENT_TEACHER_RATIO,KINDERGARTEN_ALL_RATIO_DIFF,MEDIAN_INCOME,
1997_GEORGIA,GEORGIA,1997,1997_GEORGIA,,,8248199,534963,4471781,3241455,8483477,4504165,2274539,485635,1056516,29357,111081,108023,103107,69355,870113,365429,1264899,,,,,112385,5146,21.83929265,1346761,81795,16.46507733,-5.374215327,57376,81795
1997_HAWAII,HAWAII,1997,1997_HAWAII,,,1213792,95795,1088410,29587,1241375,685225,326596,105850,123704,606,15473,15127,13829,10266,120253,53448,174307,,,,,16129,457,35.29321663,187653,10576,17.74328669,-17.54992994,64060,10576
1997_IDAHO,IDAHO,1997,1997_IDAHO,,,1200186,80754,747250,372182,1293705,680063,353044,51999,178703,2109,17499,18527,19696,17020,149216,75579,226904,,,,,17562,424,41.41981132,245252,13078,18.75302034,-22.66679098,52276,13078
1997_ILLINOIS,ILLINOIS,1997,1997_ILLINOIS,,,13929105,847818,4532935,8548352,13920593,6881301,4240388,527869,1598074,55835,153934,146478,145853,129084,1225615,558129,1839579,,,,,152268,4577,33.26807953,1973040,116274,16.96888384,-16.29919568,64606,116274
1997_INDIANA,INDIANA,1997,1997_INDIANA,,,7885141,305125,3783388,3796628,7325086,3630591,2029513,335709,667028,5521,72989,75303,75575,64829,611905,291854,909280,,,,,74803,2297,32.56552024,982876,56708,17.33222826,-15.23329199,60860,56708
1997_IOWA,IOWA,1997,1997_IOWA,,,3406582,153160,1646498,1606924,3485339,1752717,983324,142001,295558,4757,36486,34950,37631,36808,290135,155528,450420,,,,,37101,1829,20.28485511,502941,32593,15.43095143,-4.853903681,52869,32593
1997_KANSAS,KANSAS,1997,1997_KANSAS,,,3029537,152455,1682302,1194780,2949608,1476664,959322,180594,188156,5373,32274,35172,36832,30922,287426,140182,432981,,,,,32890,1094,30.06398537,466293,30875,15.10260729,-14.96137809,57076,30875
1997_KENTUCKY,KENTUCKY,1997,1997_KENTUCKY,,,3842885,341901,2381664,1119320,3903139,2120583,1133417,242137,324367,22065,48324,47241,50385,40153,397019,192093,611177,,,,,46450,1598,29.06758448,656089,39331,16.68121838,-12.3863661,52351,39331
1997_LOUISIANA,LOUISIANA,1997,1997_LOUISIANA,,,4106095,478008,2087903,1540184,4027228,2205048,1176952,303024,249895,15442,60679,57485,55957,41527,474287,207966,697695,,,,,61170,2170,28.18894009,793296,47334,16.7595386,-11.42940149,52051,47334
1997_MAINE,MAINE,1997,1997_MAINE,,,1537085,74503,669487,793095,1527663,906697,405474,59141,71625,969,15543,16834,17218,12820,135272,58543,194784,,,,,15864,808,19.63366337,213593,15551,13.73500096,-5.898662402,51287,15551
1997_MARYLAND,MARYLAND,1997,1997_MARYLAND,,,6040883,292260,2343928,3404695,6217120,3359984,1893583,289761,592725,19739,60385,64763,60010,46532,514894,221995,756628,,,,,61856,1656,37.352657,818583,47943,17.07408798,-20.27856903,73060,47943
1997_MASSACHUSETTS,MASSACHUSETTS,1997,1997_MASSACHUSETTS,,,7585624,337880,3341044,3906700,7479407,4469869,2024501,239732,439273,18226,73125,75586,69388,54354,600322,252519,871067,,,,,76519,1945,39.34138817,933898,64574,14.46244619,-24.87894199,65764,64574
1997_MICHIGAN,MICHIGAN,1997,1997_MICHIGAN,,,13759710,806713,8728340,4224657,14235902,6777568,4401535,649063,1478950,22468,133202,123229,119473,92690,1015901,441403,1479772,,,,,137096,3489,39.29378045,1685714,88051,19.14474566,-20.14903479,60630,88051
1997_MINNESOTA,MINNESOTA,1997,1997_MINNESOTA,,,6304977,251210,3321859,2731908,6890773,3461407,1641569,585789,799154,8945,62126,63494,66529,63727,516654,265896,791495,,,,,62383,1458,42.7866941,847204,48245,17.56045186,-25.22624224,66611,48245
1997_MISSISSIPPI,MISSISSIPPI,1997,1997_MISSISSIPPI,,,2274700,305516,1253204,715980,2319324,1242701,629587,167473,244101,1289,39378,38266,38455,26788,314687,133301,449277,,,,,39459,1624,24.29741379,503967,29293,17.20434916,-7.093064631,44600,29293
1997_MISSOURI,MISSOURI,1997,1997_MISSOURI,,,5550134,336452,2695581,2518101,5527705,2906899,1589440,310482,552305,16384,71575,67790,68190,55673,554625,258082,829091,,,,,69215,2940,23.54251701,900517,59428,15.15307599,-8.389441016,57204,59428
1997_MONTANA,MONTANA,1997,1997_MONTANA,,,989991,90565,465343,434083,972059,557840,303522,39685,59716,484,11553,12165,13035,11301,99668,50288,150440,,,,,11757,532,22.09962406,164627,10268,16.03301519,-6.066608867,45716,10268
1997_NEBRASKA,NEBRASKA,1997,1997_NEBRASKA,,,1994021,115783,630765,1247473,1946725,1081994,515148,77333,213672,4514,21436,21168,23190,20912,175734,90997,271245,,,,,21874,879,24.8850967,291967,20174,14.47243977,-10.41265693,54292,20174
1997_NEVADA,NEVADA,1997,1997_NEVADA,,,1701290,68131,1089122,544037,1905940,858110,526090,57372,369529,1902,23809,23936,21910,15782,192460,77801,272163,,,,,22875,483,47.36024845,282131,14805,19.05646741,-28.30378104,60805,14805
1997_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1997,1997_NEW HAMPSHIRE,,,1339186,44339,94550,1200297,1431472,758383,363154,43136,169477,1577,8763,16688,15967,11656,134206,56301,192084,,,,,8569,246,34.83333333,198308,12692,15.62464545,-19.20868789,64160,12692
1997_NEW_JERSEY,NEW_JERSEY,1997,1997_NEW JERSEY,,,12910890,427260,4799701,7683929,13242022,7106433,4171762,496433,938533,10220,92171,94806,83985,68008,750044,306327,1066591,,,,,92831,3045,30.4863711,1227832,87642,14.00963009,-16.47674101,75151,87642
1997_NEW_MEXICO,NEW_MEXICO,1997,1997_NEW MEXICO,,,1768148,231271,1287163,249714,1826524,884961,575080,90233,249670,4131,24346,25521,25525,18080,207116,96080,307327,,,,,24324,844,28.81990521,332632,19971,16.65575084,-12.16415437,47083,19971
1997_NEW_YORK,NEW_YORK,1997,1997_NEW YORK,,,26775074,1446691,10477889,14850494,28227561,16259479,7136050,933478,2561130,32086,206548,210379,197148,146818,1691688,776218,2499992,,,,,210795,10187,20.69254933,2843131,185104,15.35964107,-5.332908261,56022,185104
1997_NORTH_CAROLINA,NORTH_CAROLINA,1997,1997_NORTH CAROLINA,,,6827952,471258,4258017,2098677,7007690,3704935,1869526,436235,848228,8195,102951,98688,93033,62552,795088,329647,1132930,,,,,102435,5261,19.47063296,1210108,75239,16.08352051,-3.387112445,56088,75239
1997_NORTH_DAKOTA,NORTH_DAKOTA,1997,1997_NORTH DAKOTA,,,683331,75316,270361,337654,679692,351542,177522,52363,47992,713,8373,8678,9555,8815,71244,38242,110199,,,,,8464,288,29.38888889,120123,7892,15.22085656,-14.16803233,49548,7892
1997_OHIO,OHIO,1997,1997_OHIO,,,12630491,728751,5124101,6777639,12421963,6449340,4011117,636681,1075506,20795,137372,138301,138635,120070,1133235,547865,1701895,,,,,140234,3757,37.32605803,1844698,108515,16.99947473,-20.3265833,56548,108515
1997_OKLAHOMA,OKLAHOMA,1997,1997_OKLAHOMA,,,3413742,278209,1974522,1161011,3390894,1739943,1013092,317185,282622,2494,54203,46397,48030,37568,385735,177929,566158,,,,,50387,1560,32.29935897,620695,39568,15.68679236,-16.61256662,49063,39568
1997_OREGON,OREGON,1997,1997_OREGON,,,3477420,191660,1826329,1459431,3792572,1992346,1156521,127783,395441,781,38976,41710,42466,34419,339531,159559,499871,,,,,39829,974,40.89219713,537854,26757,20.1014314,-20.79076572,58290,26757
1997_PENNSYLVANIA,PENNSYLVANIA,1997,1997_PENNSYLVANIA,,,15184431,781493,5695856,8707082,15777276,8216134,4229482,598223,1400173,2979,129198,138585,135882,117432,1118311,535069,1656359,,,,,133608,3695,36.15913396,1804256,106432,16.95219483,-19.20693914,58713,106432
1997_RHODE_ISLAND,RHODE_ISLAND,1997,1997_RHODE ISLAND,,,1185534,63214,470876,651444,1175638,740878,336147,47227,21853,629,11397,12083,11272,8633,96551,41373,138553,,,,,11366,304,37.38815789,151324,10656,14.20082583,-23.18733207,54456,10656
1997_SOUTH_CAROLINA,SOUTH_CAROLINA,1997,1997_SOUTH CAROLINA,,,3874045,303240,2027332,1543473,3921465,1958816,1110236,246858,509633,8699,46748,51992,50775,36576,417234,186592,612525,,,,,47374,1596,29.68295739,652816,41463,15.74454333,-13.93841407,53619,41463
1997_SOUTH_DAKOTA,SOUTH_DAKOTA,1997,1997_SOUTH DAKOTA,,,747462,70568,265354,411540,711052,390953,206419,33050,63192,924,10465,10375,11370,9939,86013,44300,131237,,,,,10284,293,35.09897611,143331,9625,14.89153247,-20.20744364,46470,9625
1997_TENNESSEE,TENNESSEE,1997,1997_TENNESSEE,,,4390879,359191,2114799,1916889,4695409,2656651,1222265,248981,479484,11784,74912,67196,64518,48881,551780,239659,803223,,,,,74529,3490,21.35501433,904818,54790,16.51429093,-4.840723398,47944,54790
1997_TEXAS,TEXAS,1997,1997_TEXAS,,,23091567,1688975,9878849,11523743,23671010,12038459,6338637,1153593,3147085,135616,289683,296894,292648,206928,2407162,1059416,3602194,,,,,285002,12733,22.38294196,3828975,247650,15.46123561,-6.921706347,54891,247650
1997_UTAH,UTAH,1997,1997_UTAH,,,2187279,140044,1367806,679429,2178778,1176955,504640,160763,282827,3806,35310,35306,36365,35900,283693,149227,436726,,,,,34882,787,44.3227446,481812,19734,24.41532381,-19.90742079,66941,19734
1997_VERMONT,VERMONT,1997,1997_VERMONT,,,1022546,37631,232557,752358,1069297,461439,229220,25761,96165,1222,7281,8029,8375,6831,65190,30836,97248,,,,,7530,282,26.70212766,106341,7751,13.71964908,-12.98247858,54857,7751
1997_VIRGINIA,VIRGINIA,1997,1997_VIRGINIA,,,7345090,356767,2938616,4049707,7436340,3852814,2154066,383787,831898,4036,85729,83447,82753,66430,686834,303531,994401,,,,,86542,3582,24.16024567,1096093,74526,14.70752489,-9.452720782,67226,74526
1997_WASHINGTON,WASHINGTON,1997,1997_WASHINGTON,,,6667626,388123,4443435,1836068,6792261,3356299,1986859,293323,897137,6671,72922,75322,76664,64731,614898,296744,918313,,,,,73577,2071,35.52728151,974504,48307,20.17314261,-15.3541389,69738,48307
1997_WEST_VIRGINIA,WEST_VIRGINIA,1997,1997_WEST VIRGINIA,,,2053981,170220,1286247,597514,2018185,1131889,586187,140495,144209,4838,22282,21405,23002,21765,179434,94012,278284,,,,,22485,1118,20.1118068,304052,20888,14.55630027,-5.55550653,43018,20888
1997_WISCONSIN,WISCONSIN,1997,1997_WISCONSIN,,,6724752,288586,3681682,2754484,6990489,3747953,1988121,226505,761190,19627,60932,63661,66601,63188,523149,278072,820848,,,,,62455,1979,31.55886812,879259,54769,16.05395388,-15.50491424,61965,54769
1997_WYOMING,WYOMING,1997,1997_WYOMING,,,660079,43171,320566,296342,695127,362705,206739,23104,84230,,6496,7061,8232,7077,58894,31388,,,,,,6782,202,33.57425743,99058,6729,14.72105811,-18.85319932,52306,6729
1998_ALABAMA,ALABAMA,1998,1998_ALABAMA,,,4140537,374153,2589819,1176565,4245033,2218693,1155492,357731,458351,10341,58055,58610,57105,43957,473954,205630,689925,,,,,58326,3608,16.16574279,749207,45967,16.29880131,0.13305852,55997,45967
1998_ALASKA,ALASKA,1998,1998_ALASKA,,,1206195,157335,745814,303046,1222893,680848,376448,42456,104903,2017,9838,10555,10497,8403,85124,38394,125535,,,,,10249,360,28.46944444,132123,7625,17.32760656,-11.14183789,78271,7625
1998_ARIZONA,ARIZONA,1998,1998_ARIZONA,,,4675296,470398,2000801,2204097,4726098,2091741,1315931,279785,759108,5209,65312,67764,63943,45813,543670,224867,773746,,,,,63857,1636,39.03239609,814113,41129,19.79413552,-19.23826056,57269,41129
1998_ARKANSAS,ARKANSAS,1998,1998_ARKANSAS,,,2567380,226475,1505419,835486,2536027,1367612,731619,170279,192590,1390,34120,35034,35936,29123,282517,132507,416414,,,,,35761,2008,17.80926295,456497,26931,16.95061453,-0.858648415,42716,26931
1998_CALIFORNIA,CALIFORNIA,1998,1998_CALIFORNIA,,,39183018,3149260,22840500,13193258,38087666,20083913,10939061,1862674,4335730,81926,459262,462241,424768,334852,3666271,1627284,5375481,,,,,463684,18499,25.06535488,5803887,268535,21.61314912,-3.45220576,63204,268535
1998_COLORADO,COLORADO,1998,1998_COLORADO,,,4359021,215071,1879850,2264100,4739136,2253623,1470619,158788,622534,13068,50859,54382,53556,40076,436825,197136,647029,,,,,51408,1278,40.22535211,687167,37840,18.15980444,-22.06554767,71951,37840
1998_CONNECTICUT,CONNECTICUT,1998,1998_CONNECTICUT,,,5024673,189689,1828216,3006768,4810851,2844608,1444460,162325,144785,10056,42500,44520,40254,30437,346825,145317,502198,,,,,42382,1424,29.76264045,535164,37658,14.21116363,-15.55147682,71811,37658
1998_DELAWARE,DELAWARE,1998,1998_DELAWARE,,,934530,59955,594617,279958,915207,511618,275898,41035,61153,602,8025,8538,8964,6770,71328,33307,105237,,,,,8039,194,41.43814433,111960,6850,16.34452555,-25.09361878,64013,6850
1998_FLORIDA,FLORIDA,1998,1998_FLORIDA,,,15595671,1116607,7742607,6736457,15155383,7160434,4604765,1073030,1949539,53969,174470,186203,179066,112724,1475585,633609,2163163,,,,,174874,6980,25.05358166,2294077,124473,18.43031822,-6.62326344,53901,124473
1998_GEORGIA,GEORGIA,1998,1998_GEORGIA,,,9207163,594406,4737025,3875732,8990897,4822729,2477958,488371,1023011,30779,112287,112226,104863,71127,886320,371905,1289004,,,,,111081,5359,20.72793432,1375980,86244,15.95450118,-4.773433133,59701,86244
1998_HAWAII,HAWAII,1998,1998_HAWAII,,,1279125,107149,1141001,30975,1266378,712023,328519,104350,121486,674,15019,15215,13339,10384,118938,53338,172950,,,,,15473,460,33.63695652,189887,10653,17.8247442,-15.81221232,63039,10653
1998_IDAHO,IDAHO,1998,1998_IDAHO,,,1310960,90011,822017,398932,1342719,714369,377484,53790,165324,2123,17318,18510,19073,17255,149163,76118,227404,,,,,17499,440,39.77045455,244403,13207,18.50556523,-21.26488931,56636,13207
1998_ILLINOIS,ILLINOIS,1998,1998_ILLINOIS,,,14688777,962367,4807076,8919334,15207067,7391186,4544061,637882,1917001,59389,150953,152841,148529,127506,1238890,558505,1856784,,,,,153934,4654,33.07563386,1998289,118734,16.82996446,-16.2456694,66669,118734
1998_INDIANA,INDIANA,1998,1998_INDIANA,,,7656749,343921,3770236,3542592,7649103,3745167,2089790,352606,766633,5557,71996,77667,74775,64293,617071,289486,912114,,,,,72989,2290,31.87292576,986836,57371,17.20095519,-14.67197058,61347,57371
1998_IOWA,IOWA,1998,1998_IOWA,,,3589705,168098,1715712,1705895,3650286,1827658,1022484,145224,325840,4975,35772,35776,38374,37166,290279,155834,451088,,,,,36486,1872,19.49038462,501054,32700,15.32275229,-4.167632322,57159,32700
1998_KANSAS,KANSAS,1998,1998_KANSAS,,,3207670,188910,1868123,1150637,3087318,1536690,1013241,193699,188870,2595,31279,35197,37189,31955,286624,142094,431313,,,,,32274,1123,28.73909172,468687,31527,14.86620992,-13.8728818,56684,31527
1998_KENTUCKY,KENTUCKY,1998,1998_KENTUCKY,,,3938009,367810,2411836,1158363,4018512,2116458,1179822,241709,400122,16864,46900,48707,49580,39369,393530,188371,598765,,,,,48324,1195,40.43849372,669322,40488,16.53136732,-23.90712641,55975,40488
1998_LOUISIANA,LOUISIANA,1998,1998_LOUISIANA,,,4443468,498082,2266287,1679099,4379797,2387847,1265136,322067,310116,16486,58922,57476,56683,41479,470707,205393,692586,,,,,60679,2778,21.84269258,776813,48599,15.98413548,-5.858557109,49000,48599
1998_MAINE,MAINE,1998,1998_MAINE,,,1611926,82445,696430,833051,1601411,949523,422020,60837,83017,1078,14745,16587,17438,12996,133567,58917,193562,,,,,15543,803,19.35616438,212579,15700,13.54006369,-5.816100689,55030,15700
1998_MARYLAND,MARYLAND,1998,1998_MARYLAND,,,6521269,325321,2514101,3681847,6519389,3584678,1902782,302974,558202,20013,57813,67230,62174,49321,525146,231534,776693,,,,,60385,1503,40.17631404,830744,48318,17.19326131,-22.98305273,77227,48318
1998_MASSACHUSETTS,MASSACHUSETTS,1998,1998_MASSACHUSETTS,,,7726497,366880,3183950,4175667,8098720,4849603,2173146,255100,469395,18884,71390,77943,72101,55369,609793,257693,886370,,,,,73125,1988,36.7831992,949006,67170,14.12842043,-22.65477877,65383,67170
1998_MICHIGAN,MICHIGAN,1998,1998_MICHIGAN,,,14712250,866216,9474264,4371770,14905765,6895840,4546053,663827,1723267,23782,131021,127655,123565,94361,1024045,448867,1496694,,,,,133202,3438,38.74403723,1702717,90529,18.80852544,-19.93551179,64574,90529
1998_MINNESOTA,MINNESOTA,1998,1998_MINNESOTA,,,6672384,313550,3363505,2995329,6815289,3384437,1721705,452482,781250,9116,61023,64101,67899,63014,516580,269736,795432,,,,,62126,1763,35.2387975,853621,51998,16.41641986,-18.82237764,74000,51998
1998_MISSISSIPPI,MISSISSIPPI,1998,1998_MISSISSIPPI,,,2400660,322350,1319058,759252,2543454,1320613,678492,173401,333170,1548,39509,38471,37322,26452,315087,130815,447450,,,,,39378,1602,24.58052434,504792,29441,17.14588499,-7.434639354,44963,29441
1998_MISSOURI,MISSOURI,1998,1998_MISSOURI,,,5990499,387035,2873051,2730413,5849648,3083844,1693964,327445,553090,16584,67374,69262,69965,56165,559654,259990,836228,,,,,71575,3062,23.37524494,910613,60889,14.9552957,-8.419949236,62072,60889
1998_MONTANA,MONTANA,1998,1998_MONTANA,,,1035636,102844,478345,454447,1007146,575114,306419,39258,73846,515,10848,11808,12994,11611,97909,50348,148772,,,,,11553,524,22.04770992,162335,10228,15.87162691,-6.176083017,48756,10228
1998_NEBRASKA,NEBRASKA,1998,1998_NEBRASKA,,,2062836,130904,663420,1268512,1966403,1086607,528690,79003,213815,4595,21145,21378,22725,21517,174014,91386,269995,,,,,21436,875,24.49828571,292681,20065,14.58664341,-9.911642305,56223,20065
1998_NEVADA,NEVADA,1998,1998_NEVADA,,,1906860,84699,1193619,628542,2030065,943345,575000,60708,340415,2140,23986,25629,23168,16824,202470,81767,286377,,,,,23809,510,46.68431373,296621,16053,18.47760543,-28.20670829,61385,16053
1998_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1998,1998_NEW HAMPSHIRE,,,1420100,51977,127621,1240502,1428447,808107,378359,44977,94615,1586,8831,16959,16848,12148,135657,57924,195167,,,,,8763,271,32.33579336,201629,12931,15.59268425,-16.74310911,69417,12931
1998_NEW_JERSEY,NEW_JERSEY,1998,1998_NEW JERSEY,,,13786951,477055,5246527,8063369,13973201,7267644,4442457,516387,1110805,10560,90689,97881,86032,68618,759641,307945,1078146,,,,,92171,3172,29.05769231,1250276,89671,13.94292469,-15.11476762,76934,89671
1998_NEW_MEXICO,NEW_MEXICO,1998,1998_NEW MEXICO,,,1913783,253889,1383314,276580,1933538,941273,620639,95879,247033,2932,23759,25701,25716,18724,205794,96268,304994,,,,,24346,797,30.54705144,331673,19647,16.88161042,-13.66544102,48704,19647
1998_NEW_YORK,NEW_YORK,1998,1998_NEW YORK,,,27900803,1522836,11033327,15344640,29853891,17266937,7384638,1044857,2723181,38196,202894,214629,200097,148315,1705145,774469,2517810,,,,,206548,10133,20.38369683,2861823,190874,14.99325733,-5.3904395,57738,190874
1998_NORTH_CAROLINA,NORTH_CAROLINA,1998,1998_NORTH CAROLINA,,,7516979,520499,4821450,2175030,7688076,4130685,1936511,459818,994055,7610,102603,102456,95522,63476,810543,333983,1152136,,,,,102951,5239,19.65088757,1236083,77785,15.89102012,-3.759867454,55336,77785
1998_NORTH_DAKOTA,NORTH_DAKOTA,1998,1998_NORTH DAKOTA,,,731384,85963,284970,360451,715126,366639,184916,54277,57202,671,7920,8416,9321,9082,68335,38001,107007,,,,,8373,291,28.77319588,118572,8070,14.6929368,-14.08025907,46791,8070
1998_OHIO,OHIO,1998,1998_OHIO,,,13577343,755883,5539484,7281976,13005301,6688427,4268412,663358,1126127,22373,134981,140467,141749,120670,1134596,541138,1698107,,,,,137372,3889,35.32321934,1847114,110761,16.67657388,-18.64664545,60102,110761
1998_OKLAHOMA,OKLAHOMA,1998,1998_OKLAHOMA,,,3559980,312708,2053438,1193834,3617938,1811901,1079168,358001,328855,16787,44664,46750,47933,38769,384199,179642,580628,,,,,54203,1608,33.70833333,623681,40215,15.50866592,-18.19966741,52076,40215
1998_OREGON,OREGON,1998,1998_OREGON,,,3892091,245664,2205951,1440476,3939722,2067377,1304874,139912,319162,547,37530,42784,42825,35079,339682,162272,502501,,,,,38976,1032,37.76744186,541346,26935,20.0982365,-17.66920537,60321,26935
1998_PENNSYLVANIA,PENNSYLVANIA,1998,1998_PENNSYLVANIA,,,15671363,856423,5783893,9031047,16432921,8346538,4414783,615097,1659536,2712,126155,139387,138766,118850,1122283,535400,1660395,,,,,129198,3698,34.93726339,1815151,108014,16.80477531,-18.13248808,60241,108014
1998_RHODE_ISLAND,RHODE_ISLAND,1998,1998_RHODE ISLAND,,,1255280,67433,503267,684580,1221558,762746,355309,48765,24136,811,10907,12323,11372,8727,97364,42113,140288,,,,,11397,283,40.27208481,153321,10598,14.4669749,-25.8051099,62821,10598
1998_SOUTH_CAROLINA,SOUTH_CAROLINA,1998,1998_SOUTH CAROLINA,,,4109130,328411,2144562,1636157,4241163,2072959,1183620,254897,620396,9188,47160,53929,51700,36637,421510,186742,617440,,,,,46748,1782,26.23344557,659273,42336,15.57239701,-10.66104855,51366,42336
1998_SOUTH_DAKOTA,SOUTH_DAKOTA,1998,1998_SOUTH DAKOTA,,,793101,77009,281856,434236,781279,403237,214983,34336,107579,654,9495,9931,10841,9521,80586,41546,122786,,,,,10465,288,36.33680556,142443,9282,15.34615385,-20.99065171,50623,9282
1998_TENNESSEE,TENNESSEE,1998,1998_TENNESSEE,,,4757639,405078,2268050,2084511,4988208,2829375,1291193,274143,494391,12518,71870,71249,66468,49440,565251,240872,818641,,,,,74912,3699,20.25195999,893044,54142,16.49447749,-3.757482504,52638,54142
1998_TEXAS,TEXAS,1998,1998_TEXAS,,,24485263,1830474,10632566,12022223,25723965,12804069,6944751,1209084,3561286,136945,290432,301475,299760,212503,2440832,1077158,3654935,,,,,289683,13157,22.01740518,3891877,254557,15.28882333,-6.728581855,55251,254557
1998_UTAH,UTAH,1998,1998_UTAH,,,2295870,166979,1394158,734733,2326611,1250866,536216,167139,307674,4115,34529,35008,35559,35706,283603,147857,435575,,,,,35310,832,42.43990385,482957,21115,22.87269713,-19.56720671,68400,21115
1998_VERMONT,VERMONT,1998,1998_VERMONT,,,1089658,44750,253591,791317,1064388,461901,240460,25038,63485,2377,6976,8165,8200,6823,63904,31522,97803,,,,,7281,275,26.47636364,105984,7909,13.40042989,-13.07593375,60792,7909
1998_VIRGINIA,VIRGINIA,1998,1998_VIRGINIA,,,7723744,401716,3046785,4275243,7813707,4109813,2275415,408498,796239,5161,84154,87278,85348,67787,694419,308627,1008207,,,,,85729,3599,23.82022784,1110815,77575,14.31923945,-9.500988395,66941,77575
1998_WASHINGTON,WASHINGTON,1998,1998_WASHINGTON,,,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726,997000,5901,71323,77372,77340,65782,618726,302103,926730,,,,,72922,2041,35.72856443,991235,49074,20.19878143,-15.529783,73220,49074
1998_WEST_VIRGINIA,WEST_VIRGINIA,1998,1998_WEST VIRGINIA,,,2178936,202626,1351721,624589,2100841,1168793,606055,141099,171688,5822,21821,21732,22623,21344,177870,91413,275105,,,,,22282,1117,19.9480752,301419,20947,14.38960233,-5.558472872,41232,20947
1998_WISCONSIN,WISCONSIN,1998,1998_WISCONSIN,,,7083655,318567,3918690,2846398,7532110,3946529,2093343,240608,948070,20131,59611,64255,68481,63760,520961,278839,819931,,,,,60932,2135,28.53957845,881780,55732,15.82178999,-12.71778846,63811,55732
1998_WYOMING,WYOMING,1998,1998_WYOMING,,,703280,47201,330204,325875,706801,366104,216102,22636,84596,0,6383,6873,7942,7057,57540,31292,88832,,,,,6496,206,31.53398058,97115,6677,14.54470571,-16.98927488,54428,6677
1999_ALABAMA,ALABAMA,1999,1999_ALABAMA,,,4471546,393095,2752653,1325798,4622810,2399626,1208081,441314,515798,10548,56120,60012,56201,42576,472019,202045,684612,,,,,58055,3455,16.80318379,747980,47766,15.65925554,-1.143928254,54806,47766
1999_ALASKA,ALASKA,1999,1999_ALASKA,,,1243227,187153,740163,315911,1289988,705069,403903,42897,119079,1344,9583,10926,10575,8381,84674,38790,124808,,,,,9838,351,28.02849003,135373,8118,16.67565903,-11.352831,77703,8118
1999_ARIZONA,ARIZONA,1999,1999_ARIZONA,,,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903,871345,1772,67051,70418,65338,47907,551623,228813,782208,,,,,65312,1682,38.82996433,848262,42352,20.02885342,-18.80111091,55931,42352
1999_ARKANSAS,ARKANSAS,1999,1999_ARKANSAS,,,2684966,232382,2001992,450592,2650808,1424443,767854,177666,196954,1425,34218,35707,35403,29316,281082,132893,415400,,,,,34120,1961,17.39928608,452256,27953,16.17915787,-1.220128206,44875,27953
1999_CALIFORNIA,CALIFORNIA,1999,1999_CALIFORNIA,,,41393435,3599923,23695095,14098417,40834643,21110543,11539910,1954362,4738866,85992,459771,489356,431730,347914,3734997,1675778,5496767,,,,,459262,21399,21.46184401,5926037,281784,21.03042401,-0.431419999,65961,281784
1999_COLORADO,COLORADO,1999,1999_COLORADO,,,4740254,234939,2004039,2501276,5040224,2401914,1565012,179582,628011,12857,50378,56154,54599,41999,442631,200982,656470,,,,,50859,1265,40.20474308,699135,39434,17.7292438,-22.47549928,72837,39434
1999_CONNECTICUT,CONNECTICUT,1999,1999_CONNECTICUT,,,5460213,208565,2074271,3177377,5269517,3016240,1535406,179789,300611,10518,42193,45307,41205,31670,351202,150080,511800,,,,,42500,1444,29.43213296,544698,38772,14.04874652,-15.38338645,76489,38772
1999_DELAWARE,DELAWARE,1999,1999_DELAWARE,,,1004472,61485,646592,296395,960335,529808,291268,42056,70433,716,7779,8685,8957,6490,71779,32562,105057,,,,,8025,213,37.67605634,113262,7074,16.01102629,-21.66503004,70495,7074
1999_FLORIDA,FLORIDA,1999,1999_FLORIDA,,,17093036,1266927,8719985,7106124,16156822,7611469,4934846,1131998,2092359,53783,174953,190744,181574,116259,1496757,655903,2206443,,,,,174470,7204,24.21848973,2337633,126796,18.43617307,-5.782316663,54171,126796
1999_GEORGIA,GEORGIA,1999,1999_GEORGIA,,,10380164,672868,5148120,4559176,10106670,5328497,2710664,516763,1354872,31359,110359,116517,106688,72351,902312,378732,1312403,,,,,112287,5467,20.5390525,1401291,88658,15.80557874,-4.733473756,59605,88658
1999_HAWAII,HAWAII,1999,1999_HAWAII,,,1328572,130547,1166940,31085,1357649,718107,350077,108410,181055,824,14618,15703,13175,10818,117754,52565,171143,,,,,15019,446,33.67488789,188069,10639,17.6773193,-15.9975686,67284,10639
